qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
KLIEJDFO_00021	756.999392861	1.75265055367	2	16	0.899674443491	0.0129707490001	9.46883183506e-06	Thiamin biosynthesis, thiazole moiety	THIH
KLIEJDFO_00021	719.411515562	2.63359006391	3	40	0.892116664347	0.0270765588553	7.40964229176e-05	Thiamin biosynthesis ThiGH complex subunit	THIH
KLIEJDFO_00021	225.410041808	4.38624061759	5	1130	0.722046061286	0.0790226963604	7.74575328482e-07	2-iminoacetate synthase	THIH
KLIEJDFO_00021	148.033996982	3.50530110734	4	1673	0.672665180993	0.044248204452	1.69205174892e-06	Thiamine biosynthesis protein	THIH
KLIEJDFO_00022	972.491864945	87.3982360842	100	24033	1.10702150306	0.241543644178	0.000331283349931	Thiazole synthase	THIG
KLIEJDFO_00023	1934.63982591	3.4617933493	4	8	1.37307686053	0.0173976787767	8.02090292488e-06	Immediate sulfur donor in thiazole formation	THIS
KLIEJDFO_00023	922.270678876	75.357429266	87	20849	1.01191983797	0.100017349253	0.000118565804166	Sulfur carrier protein ThiS	THIS
KLIEJDFO_00023	940.705061342	2.60772095718	3	24	0.991610398613	0.0477890111967	9.90709668645e-06	Sulphur carrier protein	THIS
KLIEJDFO_00023	423.078444518	1.72634629657	2	52	0.780181340227	0.0395280389285	5.08938476536e-06	Sulfur transfer protein	THIS
KLIEJDFO_00024	1222.78553592	59.9229349523	69	7303	1.13054216269	0.0970302098093	9.68562163921e-05	Thiazole biosynthesis adenylyltransferase ThiF	THIF
KLIEJDFO_00024	749.609496177	5.22937188395	6	148	0.907985778819	0.0342288339656	3.49173075895e-05	Thiamin biosynthesis, thiazole moiety	THIF
KLIEJDFO_00024	502.733114007	15.6507361745	18	2947	0.833066546616	0.0791941088454	2.11662506127e-05	Sulfur carrier protein ThiS adenylyltransferase	THIF
KLIEJDFO_00024	43.5841446947	2.61238226443	3	10892	0.654306181974	0.0884383400472	1.01935646737e-05	Thiamine biosynthesis protein ThiS	THIF
KLIEJDFO_00024	67.4945620936	2.60777490933	3	4534	0.637231203408	0.0381760952105	2.40543421935e-06	Molybdopterin biosynthesis protein MoeB	THIF
KLIEJDFO_00025	767.130179153	86.9548459771	100	38624	1.15922253584	0.495038259525	9.3314092548e-06	Thiamine-phosphate synthase	THIE
KLIEJDFO_00026	977.294842746	87.8268522277	100	23800	1.11018954549	0.243901559912	0.000189082000865	Phosphomethylpyrimidine synthase	THIC
KLIEJDFO_00027	3650.45213185	87.3916665747	100	1706	2.11577459136	0.123761470889	7.9524018355e-06	Regulator of sigma D	RSD
KLIEJDFO_00028	2514.68740087	87.8967872341	100	3595	1.68511331008	0.168349208097	0.000663471882283	NAD-capped RNA hydrolase NudC	NUDC
KLIEJDFO_00029	804.742756041	88.0818947407	100	35099	1.04373933816	0.248754630322	0.000114083550909	Uroporphyrinogen decarboxylase	HEME
KLIEJDFO_00030	1530.3336202	87.9545597296	100	9707	1.33267520041	0.246302895579	6.08837651773e-05	Endonuclease V	NFI
KLIEJDFO_00031	2153.96586593	7.00161899449	8	392	1.53811086061	0.163217676358	0.000957288424389	DUF416 domain-containing protein	
KLIEJDFO_00032	1036.67476463	2.61146123484	3	19	1.02796540134	0.043953756485	2.27472152907e-07	Histone like DNA-binding protein HU-alpha	HUPA
KLIEJDFO_00032	327.697146635	76.6831301096	88	163806	0.721078858654	0.0	0.0	DNA-binding protein HU-alpha	HUPA
KLIEJDFO_00032	104.943457491	6.09578994462	7	10090	0.655147187101	0.0437164694867	3.7638133321e-06	Bacterial nucleoid protein HU alpha subunit	HUPA
KLIEJDFO_00032	3.58759467955	1.74554500372	2	549428	0.622002414431	0.0576742938578	4.07223179782e-08	Transcriptional regulator	HUPA
KLIEJDFO_00034	3884.64307568	87.0811762787	100	1506	2.40113147087	0.485421143311	5.17323996874e-05	Zinc resistance-associated protein	ZRAP
KLIEJDFO_00035	158.639613893	83.6447369415	99	880801	0.783899177278	0.246119107553	1.02358683938e-05	Histidine kinase	ZRAS
KLIEJDFO_00035	47.7683838477	0.861214116694	1	1033	0.609666294238	0.00105458814541	4.4909082749e-07	Sensor protein ZraS	ZRAS
KLIEJDFO_00036	1310.38963801	52.5817128288	60	4764	1.14372057838	0.0557740163161	0.000224726227091	Sigma-54-dependent response regulator transcription factor ZraR	ZRAR
KLIEJDFO_00036	325.186645749	1.75318538349	2	86	0.745993289761	0.0489030644166	3.66041175305e-07	Two-component system	ZRAR
KLIEJDFO_00036	84.6526027075	24.5445953689	28	247087	0.653549155669	0.0560151927372	3.12176809989e-06	DNA-binding response regulator	ZRAR
KLIEJDFO_00036	11.5551608038	0.876592691745	1	16779	0.64256558769	0.0904593912841	2.2993882361e-06	Transcriptional Regulatory protein	ZRAR
KLIEJDFO_00036	49.7466919023	0.876592691745	1	918	0.6228543871	0.02444468492	1.36655245285e-06	Acetoacetate metabolism regulatory protein AtoC	ZRAR
KLIEJDFO_00036	14.8912391144	7.02197398459	8	615856	0.622349461245	0.0497980177331	8.10052609928e-07	Sigma-54-dependent Fis family transcriptional regulator	ZRAR
KLIEJDFO_00037	742.797636194	87.6891904028	100	41196	1.15079820294	0.497507098635	1.93095207439e-05	Phosphoribosylamine--glycine ligase	PURD
KLIEJDFO_00038	827.899857643	87.8695798919	100	33163	0.987412072688	0.124999721533	0.000113860928078	Bifunctional purine biosynthesis protein PurH	PURH
KLIEJDFO_00041	2838.90040991	12.1456534373	14	56	1.85473990837	0.243701699146	0.000892193045241	Peptidyl-lysine N-acetyltransferase YjaB	YJAB
KLIEJDFO_00041	289.622745042	56.3283060366	65	115607	0.875541163532	0.320173131654	1.52869515541e-05	Acetyltransferase	YJAB
KLIEJDFO_00041	36.7149882278	12.9535804932	15	373217	0.648204448221	0.0821101966852	2.43433728684e-06	Acetyltransferase, GNAT family	YJAB
KLIEJDFO_00041	19.2895452656	4.33970173684	5	150918	0.597715818106	0.0	0.0	N-acetyltransferase domain-containing protein	YJAB
KLIEJDFO_00042	1620.67045623	87.8594566907	100	8655	1.50326979622	0.499992773867	0.000272178973254	Homoserine O-succinyltransferase	METAS
KLIEJDFO_00043	1270.6832955	87.747967842	100	14079	1.2277392416	0.244272099272	8.55391664662e-05	Malate synthase	ACEB
KLIEJDFO_00044	1090.08803693	88.0221821756	100	19130	1.1578779421	0.248754908929	0.000131279919615	Isocitrate lyase	ACEA
KLIEJDFO_00045	2012.48916596	87.9025394671	100	5613	1.52618561362	0.247523788124	0.000116976342317	Isocitrate dehydrogenase kinase/phosphatase	ACEK
KLIEJDFO_00046	5736.48085999	49.6916862951	57	258	2.93142779955	0.0883617824053	0.000185544033056	ShET2/EspL2 family type III secretion system effector toxin	ARPA
KLIEJDFO_00046	2850.66304745	7.83900322223	9	26	1.73721829615	0.0131190094616	1.07915060633e-07	Regulator of acetyl CoA synthetase	ARPA
KLIEJDFO_00046	1827.6283742	6.96950145237	8	50	1.32742844599	0.012025861354	0.000169489546091	ShET2 enterotoxin, region	ARPA
KLIEJDFO_00046	351.208518486	0.867972570698	1	21	0.731757305849	0.00240336350834	5.78976515053e-06	T3SS effector-like protein EspL	ARPA
KLIEJDFO_00046	140.839349448	10.4757419889	12	19001	0.657546521262	0.0211523871916	8.13577113268e-07	Ankyrin repeat protein A	ARPA
KLIEJDFO_00047	577.560354804	56.8745866123	65	29268	0.878205207158	0.107878174174	0.000281646191153	Acetate operon repressor	ICLR
KLIEJDFO_00047	166.519117981	27.2679427259	31	80802	0.679958829159	0.0440584080813	1.12841665852e-05	Glyoxylate bypass operon transcriptional repressor IclR	ICLR
KLIEJDFO_00047	3.64476269449	1.76048476647	2	549368	0.635346794529	0.0828092073185	4.78615854542e-07	Transcriptional regulator	ICLR
KLIEJDFO_00048	790.956561773	88.2205838654	100	36333	1.03692485343	0.246304954566	3.01402179647e-05	Methionine synthase	METH
KLIEJDFO_00049	930.059052362	17.6301440207	20	1569	1.02972679455	0.127741458051	1.00418187098e-05	Inorganic phosphate transporter, sodium-dependent	YJBB
KLIEJDFO_00049	684.582452513	12.3411008145	14	1419	0.863832981005	0.0	0.0	Na+/Pi-cotransporter	YJBB
KLIEJDFO_00049	494.477473613	20.2746656238	23	7340	0.849592527969	0.116603540423	8.31049992165e-05	Na/Pi cotransporter family protein	YJBB
KLIEJDFO_00049	228.909769695	1.76301440207	2	259	0.814059682192	0.249992006088	5.54383675957e-07	Predicted transporter	YJBB
KLIEJDFO_00049	434.172191317	0.881507201034	1	18	0.764931435137	0.00238218572736	8.7532086252e-09	Putative Na+/phosphate symporter	YJBB
KLIEJDFO_00049	120.36849237	6.17055040724	7	11465	0.65663517941	0.0348826055007	7.73558617614e-08	Putative transporter	YJBB
KLIEJDFO_00050	2257.7002764	87.9741604891	100	4460	1.62557963546	0.249997501963	4.24432172246e-05	Peptidase E	PEPE
KLIEJDFO_00051	3335.29417318	59.7135069877	68	1038	2.12222277195	0.373782905393	8.14089169928e-06	L-sorbose 1-phosphate reductase	SORE
KLIEJDFO_00051	157.89605165	14.0604332841	16	25649	0.69936365942	0.0871796830318	3.37667617432e-07	Zinc-binding dehydrogenase	SORE
KLIEJDFO_00051	61.4379581957	6.15336287593	7	32369	0.640392454299	0.0487118251085	1.85679536966e-07	Putative L-sorbose 1-phosphate dehydrogenase	SORE
KLIEJDFO_00052	1713.44074001	81.3356488023	93	6901	1.31166223813	0.0684583296121	0.000151371500826	PTS mannose transporter subunit IID	SORM
KLIEJDFO_00052	1642.51913647	3.51175137107	4	14	1.26794763234	0.0395090594167	8.81306577803e-06	Sorbose PTS component	SORM
KLIEJDFO_00053	2695.81669715	83.7264530174	96	3003	1.70992520401	0.0784861467876	4.33677702119e-05	PTS mannose/fructose/sorbose transporter subunit IIC	SORA
KLIEJDFO_00054	2294.35780411	78.8132298881	90	3498	1.54275237274	0.0660539787416	3.21182103192e-05	PTS fructose transporter subunit IIB	SORB
KLIEJDFO_00054	442.228124173	7.87923845152	9	941	0.796691548411	0.0562264575286	1.38125588757e-05	Sorbose-specific PTS system EIIB component	SORB
KLIEJDFO_00054	478.336263862	0.878535255638	1	4	0.782638771186	0.00245600071245	0.000129263195392	ManX	SORB
KLIEJDFO_00055	2602.82803577	85.2187256881	99	3322	1.66526430645	0.0644002984584	4.66977910262e-05	PTS sorbose transporter subunit IIA	SORF
KLIEJDFO_00056	1897.42895527	4.40092651367	5	16	1.34897158211	0.0	0.0	Putative sorbitol-6-phosphate 2-dehydrogenase	SORD
KLIEJDFO_00056	477.500979479	0.875576643568	1	3	0.791835413706	0.0204434364726	2.91724206956e-08	D-glucitol-6-phosphate dehydrogenase	SORD
KLIEJDFO_00056	73.7045634021	17.5793539949	20	168081	0.698541373893	0.149168790432	4.4801383061e-06	Oxidoreductase, short chain dehydrogenase/reductase family protein	SORD
KLIEJDFO_00056	175.250660274	62.3789789226	71	375695	0.693749520532	0.0634890798511	2.20508368986e-06	Sorbitol-6-phosphate 2-dehydrogenase	SORD
KLIEJDFO_00056	13.9847434068	0.880185302734	1	11663	0.59792682582	0.00440174789629	1.03615681787e-07	3-oxoacyl-[acyl-carrier-protein] reductase FabG	SORD
KLIEJDFO_00057	2696.32385765	24.486626717	28	250	1.71560667625	0.0888235715191	3.20141558543e-05	Sorbitol operon regulator	SORC
KLIEJDFO_00057	1267.23571925	6.98134111281	8	92	1.11464316022	0.0334883759454	1.66365899821e-06	Transcriptional regulator of sorbose uptake and utilization genes	SORC
KLIEJDFO_00057	485.173361692	49.0232780436	56	30938	0.851632460849	0.127477522017	1.47518891338e-06	Sugar-binding transcriptional regulator	SORC
KLIEJDFO_00057	348.113112932	3.4862348028	4	304	0.736021296469	0.012785002373	1.9160424197e-09	Putative sugar-binding domain protein	SORC
KLIEJDFO_00057	6.36008373972	1.7519256739	2	209885	0.592544033496	0.0	0.0	Helix-turn-helix domain-containing protein	SORC
KLIEJDFO_00058	395.405246539	87.8308525588	100	145315	0.872443512144	0.234491678075	4.12074446357e-05	Pseudouridine synthase	RLUF
KLIEJDFO_00059	1.93485514563e-15	0.875057925444	1	7	0.6001796172	0.0192055782834	3.30355009958e-05	Competence regulator Spx YjbD	
KLIEJDFO_00060	723.985399515	88.0724361094	100	43364	1.13938723006	0.490141386622	0.000906767223005	Aspartokinase	LYSC
KLIEJDFO_00061	705.037023716	88.0042475007	100	45725	1.13569504777	0.497508324544	4.13136374695e-05	Glucose-6-phosphate isomerase	PGI
KLIEJDFO_00062	3008.59707766	10.3600291253	12	152	1.84776153872	0.102487438776	0.000218255072163	Exopolysaccharide production protein YjbE	
KLIEJDFO_00062	235.66626479	10.2701269717	12	24337	0.704391408706	0.0379714995025	4.02688688343e-07	Outer membrane protein	
KLIEJDFO_00063	2819.81288617	19.2408309686	22	629	1.73995686948	0.0415630201973	0.000165715359543	Lipoprotein yjbF	YJBF
KLIEJDFO_00064	3191.31185253	19.2020618236	22	318	1.93956106175	0.13778803982	0.000432981792262	Capsule biosynthesis GfcC family protein	
KLIEJDFO_00064	2208.54260238	6.09969563083	7	67	1.50204690338	0.0539926357096	0.000688274987204	Group 4 capsule (G4C) polysaccharide, YmcB	
KLIEJDFO_00064	1632.1018305	1.74145393686	2	4	1.24807363368	0.00987187784028	4.03114595424e-05	YjbG polysaccharide synthesis protein	
KLIEJDFO_00064	1632.1018305	1.74145393686	2	8	1.24773630489	0.00923368714672	8.59249818308e-05	Extracellular polysaccharide export OMA protein	
KLIEJDFO_00064	35.8996685825	0.879940672051	1	5269	0.604359867433	0.0	0.0	SLBB-domain-containing protein	
KLIEJDFO_00065	1994.67897617	38.7989253854	44	2169	1.5637034505	0.331546965598	0.00559841345445	YjbH domain-containing protein	
KLIEJDFO_00065	61.2086316175	6.17255631131	7	58099	0.636862216555	0.0422240090241	1.95623842192e-06	Porin	
KLIEJDFO_00067	2459.31027577	80.1113851784	91	3144	1.60971546828	0.0678972230341	0.000291488212954	Maltose ABC transporter permease MalG	MALG
KLIEJDFO_00067	78.3839669438	7.04345543518	8	23865	0.637225032445	0.0299458191597	8.07565505276e-06	Binding-protein-dependent transport systems inner membrane component	MALG
KLIEJDFO_00068	2327.36316591	88.0811849171	100	4197	1.60833001853	0.164876638364	6.69146622858e-06	Maltose/maltodextrin transport system permease protein	MALF
KLIEJDFO_00069	2014.26461321	86.2451957484	98	5381	1.39570584528	0.0	0.0	Maltodextrin-binding protein	MALE
KLIEJDFO_00069	954.635314084	1.76205712427	2	4	1.32498285517	0.666280506642	3.05065111143e-06	Maltose/maltodextrin-binding periplasmic protein	MALE
KLIEJDFO_00070	2303.01561689	68.2290226874	78	2626	1.58428430173	0.137819564055	0.0016843012503	Maltose/maltodextrin import ATP-binding protein MalK	MALK
KLIEJDFO_00070	1022.15151388	2.6427284921	3	20	1.0058653034	0.0132163443962	1.76610392822e-06	UgpC	MALK
KLIEJDFO_00070	628.371098735	4.40454748683	5	147	0.851430515228	0.0190227672236	4.55271802413e-07	Fused maltose transport subunit, ATP-binding component of ABC superfamily regulatory protein	MALK
KLIEJDFO_00070	481.846138409	0.880909497367	1	3	0.793244861295	0.0198234036859	9.88823924855e-08	Maltose/maltodextrin transport system, ATP-binding protein	MALK
KLIEJDFO_00070	152.367219178	0.880909497367	1	100	0.659507995832	0.0161525678786	1.23592815871e-05	Lactose transport ATP-binding protein lacK	MALK
KLIEJDFO_00070	16.5556800843	9.69000447104	11	953465	0.616810704029	0.0380913759599	1.36815251256e-07	Maltose/maltodextrin transporter ATP-binding protein	MALK
KLIEJDFO_00071	2479.39715256	87.6234814825	100	3698	1.84566194932	0.497507520402	0.0112051243334	Maltoporin	LAMB
KLIEJDFO_00072	3716.12429281	86.2531974349	98	1597	2.13981465055	0.11954579694	0.000283052507357	Maltose operon protein MalM	MALM
KLIEJDFO_00072	127.663519441	0.880509098488	1	141	0.641065407776	0.0	0.0	Maltose-binding protein	MALM
KLIEJDFO_00073	2633.05003956	30.0095641913	35	800	1.68923496738	0.0867546192767	0.00175016714476	SopA domain-containing protein	SOPA
KLIEJDFO_00073	1392.91402961	12.0903860363	14	464	1.19059687966	0.0819455752331	5.64692059482e-06	Putative type III effector protein	SOPA
KLIEJDFO_00073	666.382360903	0.849138649461	1	5	0.862825019652	0.0118300087488	0.000108532684343	T3SS effector-like protein EspX	SOPA
KLIEJDFO_00074	3700.54945104	86.9535335574	100	1660	2.33390239354	0.497498263183	0.000426681872761	Chorismate pyruvate-lyase	UBIC
KLIEJDFO_00075	1135.57905476	88.0098808604	100	17628	1.30793699439	0.497504618657	0.00139622984581	4-hydroxybenzoate octaprenyltransferase	UBIA
KLIEJDFO_00076	766.96426123	88.0676481169	100	38641	1.15916207223	0.495046674106	8.1523249903e-05	Glycerol-3-phosphate acyltransferase	PLSB
KLIEJDFO_00077	699.36675213	87.3459510368	100	46470	0.999647517551	0.245093234973	7.01081457373e-05	Diacylglycerol kinase	DGKA
KLIEJDFO_00078	880.451463849	87.9176021956	100	29323	1.07272719068	0.246302536639	0.000313036102333	LexA repressor	LEXA
KLIEJDFO_00079	1881.32863242	13.1877501242	15	184	1.36042228107	0.0337552184433	2.81162699767e-05	DNA-damage-inducible SOS response protein	DINF
KLIEJDFO_00079	1229.73869673	20.1563984428	23	1006	1.11602178648	0.0643891716629	2.34036566492e-06	DNA-damage-inducible protein F	DINF
KLIEJDFO_00079	533.042195113	0.871081039823	1	2	0.80584394057	0.00495672164089	2.74721571255e-09	DNA-damage-inducible transport protein	DINF
KLIEJDFO_00079	294.600897138	33.2754609068	38	47742	0.733116009889	0.0476799642936	0.000263497895724	MATE family efflux transporter DinF	DINF
KLIEJDFO_00079	73.1682352884	1.76241783412	2	2171	0.619267294115	0.0	0.0	Damage-inducible protein	DINF
KLIEJDFO_00080	5330.77295692	87.1750271851	100	800	2.81284338143	0.170643110755	0.00466749789532	UPF0337 protein YjbJ	YJBJ
KLIEJDFO_00081	838.848456566	15.7597513483	18	1108	0.9429182495	0.0327877174904	6.883020083e-05	Transcriptional regulator Zur	ZUR
KLIEJDFO_00081	493.556435298	47.0556698547	54	28526	0.838247682211	0.0958955080604	2.4441013559e-05	Zinc uptake regulation protein	ZUR
KLIEJDFO_00081	417.01833666	20.1242910634	23	7309	0.808765319452	0.0980329999189	2.47415362346e-05	Transcriptional regulator, Fur family	ZUR
KLIEJDFO_00082	4179.09077378	1.6608911579	2	26	2.52704735462	0.499597261377	0.0312248288361	YjbL	YJBL
KLIEJDFO_00083	1338.21410663	87.9882465683	100	12694	1.39028236665	0.499993463215	9.4248142244e-06	tRNA-dihydrouridine(20/20a) synthase	DUSA
KLIEJDFO_00084	2228.38834754	36.6357842552	42	842	1.51896317882	0.0709264209072	0.000841836241853	Envelope stress response protein PspG	PSPG
KLIEJDFO_00084	1725.34039827	47.0644367759	54	2318	1.32722968752	0.0888552954915	1.10800703687e-05	Phage shock protein G	PSPG
KLIEJDFO_00085	968.201182475	66.8444132048	76	17728	1.0865243099	0.206119978474	1.24157602446e-05	Quinone oxidoreductase	QOR
KLIEJDFO_00085	178.139050289	2.64196747539	3	818	0.665492887897	0.00799484468589	4.88935772096e-09	Oxidoreductase, zinc-binding dehydrogenase family protein	QOR
KLIEJDFO_00086	725.916605199	88.123083372	100	43134	0.967396609223	0.164203063244	0.000117181203114	Replicative DNA helicase	DNAB
KLIEJDFO_00087	656.50709224	88.0016750641	100	52734	0.980607295117	0.24151509981	7.2766060876e-05	Alanine racemase	ALR
KLIEJDFO_00088	397.351478379	87.6392148407	100	143896	1.01262026632	0.49750659055	5.90989975935e-05	Aminotransferase	TYRB
KLIEJDFO_00090	3792.18025508	87.1388060737	100	1580	2.1727923596	0.124377510198	8.85795799955e-06	Class B acid phosphatase	APHA
KLIEJDFO_00091	658.51167864	17.5317712204	20	5119	0.936232108976	0.156274664349	9.32707713668e-05	Secondary thiamine-phosphate synthase enzyme	YJBQ
KLIEJDFO_00091	785.266849514	3.50635424407	4	144	0.908737183444	0.00873629516249	1.03601241105e-05	UPF0047 protein YjbQ	YJBQ
KLIEJDFO_00091	203.225748827	14.8857465631	17	38725	0.694607612782	0.0439946865447	6.46914382504e-06	Thiamine phosphate synthase	YJBQ
KLIEJDFO_00092	1645.12139876	1.75376684665	2	21	1.26162506178	0.0256159708964	1.88517617379e-06	Putative cytoplasmic protein YjbR	YJBR
KLIEJDFO_00092	563.887819572	12.2763679265	14	8758	0.815555127829	0.0	0.0	MmcQ/YjbR family DNA-binding protein	YJBR
KLIEJDFO_00093	839.437647755	88.2052351993	100	32258	1.01731314005	0.172711289293	5.48813008409e-05	UvrABC system protein A	UVRA
KLIEJDFO_00094	527.860540559	87.8189671905	100	81557	0.801144216224	0.0	0.0	Single-stranded DNA-binding protein	SSB
KLIEJDFO_00095	418.208258756	10.7840645688	12	15597	0.826399479795	0.130407748372	3.48275261337e-06	Inner membrane protein	YJCB
KLIEJDFO_00096	1586.20378547	87.7129934	100	9035	1.4881636423	0.497508083712	0.00014218741675	Cyclic-guanylate-specific phosphodiesterase	PDEC
KLIEJDFO_00097	3107.69880979	71.846992895	82	1599	1.90661351844	0.138611036313	0.00350726406165	Regulatory protein SoxS	SOXS
KLIEJDFO_00097	958.580069294	1.75255886078	2	10	0.977491532745	0.00765943630214	1.89338249804e-07	Regulation of superoxide response regulon	SOXS
KLIEJDFO_00097	66.0555794185	1.75255886078	2	2104	0.662404986904	0.0867596642867	6.65325142072e-06	AraC family protein regulatory helix-turn-helix domain-containing protein	SOXS
KLIEJDFO_00097	19.6023130635	10.5074327679	12	812523	0.616913795513	0.0359865391376	2.27222068668e-07	DNA-binding transcriptional dual regulator	SOXS
KLIEJDFO_00097	6.25092815478	0.876279430388	1	55974	0.593628010546	0.00212762119504	2.52802195189e-09	HTH araC/xylS-type domain-containing protein	SOXS
KLIEJDFO_00098	1796.21078555	87.5278893705	100	7046	1.39727737806	0.167513770306	0.000538278662445	Redox-sensitive transcriptional activator SoxR	SOXR
KLIEJDFO_00099	2530.86021295	16.7435068312	19	178	1.65083835974	0.0913942250924	0.00276676327391	Inner membrane protein YjcD	YJCD
KLIEJDFO_00099	2320.35724711	14.0918748295	16	150	1.57071593229	0.0990998766686	0.00250494067891	Guanine/hypoxanthine transporter GhxP	YJCD
KLIEJDFO_00099	847.220426834	4.4061860082	5	110	0.960005942442	0.0587127290155	1.26652931877e-06	Inorganic anion transporter, sulfate permease (SulP) family	YJCD
KLIEJDFO_00099	209.211773903	26.4371160492	30	64871	0.717710037099	0.0830665692251	2.29240131421e-06	Permease	YJCD
KLIEJDFO_00099	244.107152022	0.881237201641	1	53	0.717300329355	0.0559571454133	9.07385091113e-06	Inner membrane protein yicO	YJCD
KLIEJDFO_00099	135.107356886	0.881237201641	1	173	0.660937534634	0.0318765647253	6.28770928355e-07	MFS transporter, AGZA family, xanthine/uracil permease	YJCD
KLIEJDFO_00100	658.555319767	78.4474753115	89	45122	1.09758103656	0.46067267502	0.000119544852424	Na+/H+ antiporter	NHAK
KLIEJDFO_00100	441.721503783	2.64456390028	3	114	0.769117096353	0.00458205800084	2.04947719642e-07	Putative sodium/hydrogen exchanger	NHAK
KLIEJDFO_00101	829.062688853	70.5635178779	82	26480	1.02951905488	0.203529342978	0.00117137787951	Pentapeptide repeat-containing protein	ESPX5
KLIEJDFO_00101	513.245899154	0.848856834861	1	5	0.823024600324	0.0523066282358	0.000186384862379	T3SS effector-like protein EspX	ESPX5
KLIEJDFO_00101	518.827790896	0.858088684974	1	2	0.814200537694	0.0314511048929	1.67871093427e-05	Pentapeptide repeat protein YjcF	ESPX5
KLIEJDFO_00102	2727.89647246	87.8348469396	100	3055	1.81305398383	0.248755144697	0.00275840789447	Cation/acetate symporter ActP	ACTP
KLIEJDFO_00103	3564.35685581	32.3325088511	37	429	2.07840733272	0.118120588282	0.00303393012882	Inner membrane protein yjcH	YJCH
KLIEJDFO_00103	1897.76411089	2.62827805674	3	5	1.38954324784	0.0762971392357	5.98459944175e-06	Conserved inner membrane protein involved in acetate transport	YJCH
KLIEJDFO_00103	441.814554489	1.75218537116	2	82	0.808024766013	0.0779205439198	5.27969945231e-05	Membrane protein, clustering with ActP	YJCH
KLIEJDFO_00103	396.057683626	13.1368118175	15	5735	0.758224664251	0.0184922956973	3.37040626318e-05	DUF485 domain-containing protein	YJCH
KLIEJDFO_00104	856.604271271	87.9043301496	100	30978	1.06448247181	0.248755368226	2.09071679179e-05	Acetyl-coenzyme A synthetase	ACS
KLIEJDFO_00105	2776.97108816	88.127487193	100	2948	1.97119437643	0.510199340263	1.45411616375e-05	Cytochrome c-552	NRFA
KLIEJDFO_00106	3179.91057648	69.209399431	79	1417	1.90337408024	0.0781137163594	0.000478998970175	Cytochrome c nitrite reductase pentaheme subunit	NRFB
KLIEJDFO_00106	1973.27748458	16.6511060822	19	213	1.41719980552	0.0714721883152	0.0004275939342	Cytochrome c-type protein NrfB	NRFB
KLIEJDFO_00106	17.5596430004	0.879077437895	1	7449	0.624860147558	0.0525212483343	1.43702883386e-06	Cytochrome c-type protein	NRFB
KLIEJDFO_00107	1191.50693725	62.4558326198	71	10908	1.12852790004	0.116838958551	2.38555966514e-05	Cytochrome c nitrite reductase Fe-S protein	NRFC
KLIEJDFO_00107	554.269124311	0.879659614363	1	2	0.8139349	0.00420235512988	1.02823599885e-07	Putative Fe-S-cluster-containing hydrogenase components 1	NRFC
