qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
DDMIMFBN_00019	45.2926920026	3.11053621628	5	32657	0.61065091239	0.00478079601028	6.85183020937e-07	HNHc domain-containing protein	
DDMIMFBN_00019	26.578370783	0.588181469267	1	3398	0.603510369047	0.00543207489645	1.05191225725e-06	Endolysin	
DDMIMFBN_00019	10.1414833904	0.602134774627	1	24075	0.596852829204	0.00527591668588	2.01716525721e-10	AP2/ERF domain containing protein	
DDMIMFBN_00020	1054.00359539	6.75421691256	9	1220	1.20466870439	0.364277835912	6.60104852301e-07	DNA breaking-rejoining protein	
DDMIMFBN_00020	616.907095613	1.43163532388	2	160	0.86399227628	0.0513762015643	2.56029709039e-06	Predicted prophage protein	
DDMIMFBN_00020	616.815086134	1.44034044316	2	162	0.836726034454	0.0	0.0	MYM-type domain-containing protein	
DDMIMFBN_00020	492.499168547	0.711465102302	1	62	0.827250497608	0.0759448325273	3.44749341901e-06	Predicted bacteriophage protein	
DDMIMFBN_00021	6701.95418337	46.8171166765	57	240	3.34731677168	0.144405114423	1.93846321989e-05	Cell division inhibitor protein	KIL2
DDMIMFBN_00021	3388.89539996	7.94031353749	10	27	1.95473786688	0.0173157757016	0.000117288786321	Putative prophage Kil protein (Modular protein)	KIL2
DDMIMFBN_00021	660.973647546	1.68600327696	2	32	0.869509705084	0.0285245139133	0.000112684569226	FtsZ inhibitor protein KilR	KIL2
DDMIMFBN_00022	1.1874098426e-09	0.653090122449	1	7834	0.853347896503	0.496882793017	8.10167486362e-07	Signal peptide protein	
DDMIMFBN_00025	156.779594086	39.8716372504	55	310113	0.731280153812	0.148242057044	1.29721051883e-06	Helix-turn-helix transcriptional regulator	
DDMIMFBN_00025	322.160831134	6.5487019884	9	1987	0.728691520902	0.0185417340273	3.47067857745e-06	Putative phage repressor protein CI	
DDMIMFBN_00025	64.1447513641	3.10253534125	4	11229	0.63313518901	0.0329758514704	4.35926460708e-06	Ribonuclease BN	
DDMIMFBN_00025	38.8151998679	5.82939867023	8	107395	0.615833960285	0.0194488238493	1.84871456419e-07	HTH cro/C1-type domain-containing protein	
DDMIMFBN_00025	44.6894897181	9.39110043129	13	209885	0.607875795887	0.0	0.0	Helix-turn-helix domain-containing protein	
DDMIMFBN_00026	2460.59956389	1.29560800963	2	3	1.60062038304	0.0497746174846	5.1101736869e-07	Regulatory protein Cro of bacteriophage	
DDMIMFBN_00026	415.311889339	6.60160819117	8	9113	0.960742250157	0.386070725668	4.90880256543e-07	Cro/Cl family transcriptional regulator	
DDMIMFBN_00027	1864.01242139	5.57774871989	8	52	1.35346547104	0.0336950387359	0.000106597686799	Toxin YdaT domain-containing protein	
DDMIMFBN_00027	1596.09719826	10.1315772309	15	234	1.25269803322	0.0457658953095	0.00016147006996	Bacteriophage regulatory protein CII	
DDMIMFBN_00027	833.533996016	41.2191374675	60	14200	1.04812700579	0.235308237501	2.07522924029e-06	Regulator	
DDMIMFBN_00028	1420.08424308	4.07555327079	6	673	1.21584078522	0.10903915573	0.000816772702099	DnaT domain-containing protein	
DDMIMFBN_00029	1094.44586513	60.2687003757	74	10383	1.10522710657	0.1461123389	0.000461045217167	DNA replication protein DnaC	
DDMIMFBN_00029	482.586302743	0.824700173044	1	2	0.802801761676	0.037296495093	4.90896962643e-06	Putative DNA replication factor encoded within prophage	
DDMIMFBN_00029	91.999027567	20.3836760764	25	167233	0.626799611027	0.0	0.0	ATP-binding protein	
DDMIMFBN_00035	31.7447969325	0.702089206147	1	107395	0.664842878593	0.117254635911	1.39320991084e-07	HTH cro/C1-type domain-containing protein	
DDMIMFBN_00035	30.0563335309	0.735535080973	1	131457	0.624495397988	0.0424016282225	8.09032084262e-08	XRE family transcriptional regulator	
DDMIMFBN_00037	3616.27211787	79.0142004456	100	1737	2.08678187988	0.0948464946741	0.000219527584495	DNA polymerase III subunit theta	
DDMIMFBN_00039	1788.00556967	2.48711696317	3	128	1.44138298202	0.256944094369	1.92069439889e-05	Gifsy-2 prophage protein	
DDMIMFBN_00039	289.497435212	1.65807797545	2	2170	0.758793812095	0.0999899178303	9.07802604115e-06	Bacteriophage protein	
DDMIMFBN_00041	3995.27026427	73.7315689185	91	1296	2.28731286987	0.187061077272	0.00311966046649	Recombination protein NinG	
DDMIMFBN_00042	1.93485514563e-15	0.750598360511	1	4	0.595184716252	0.00978221226488	7.18757130376e-06	YlcG in lambdoid DLP12 prophage region	
DDMIMFBN_00043	3260.06092444	52.9976778622	69	1035	2.01962063551	0.236953152073	0.000554756570563	Antiterminator	
DDMIMFBN_00043	640.09188806	22.0122712755	29	4631	0.880480679527	0.0649877540064	2.07339890376e-05	Phage antitermination protein Q	
DDMIMFBN_00043	455.383007314	0.763192951513	1	11	0.780920115936	0.0165299124738	0.000302969967906	Gifsy-1 prophage RegQ	
DDMIMFBN_00044	879.246609209	42.4791600314	53	13647	1.03843922908	0.182521553144	0.000208111476878	Holin	
DDMIMFBN_00044	807.590704399	6.17645072181	8	342	0.936340530586	0.043970270364	2.76656572467e-07	Drug/metabolite transporter (DMT) superfamily permease	
DDMIMFBN_00045	871.627651183	84.4195410324	100	29891	1.1840314838	0.462947340742	0.000916636651306	Lysozyme	
DDMIMFBN_00046	1795.32047423	10.9183187228	15	401	1.3187497605	0.0200399487694	1.98980236997e-05	Bacteriophage lysis protein	
DDMIMFBN_00046	878.563588458	16.9636959381	23	4042	1.02291373007	0.153750474865	2.7150465967e-05	Endopeptidase	
DDMIMFBN_00046	141.696733962	0.699233362969	1	264	0.646992625365	0.000592324080035	8.96532249439e-10	Spanin, inner membrane subunit	
DDMIMFBN_00048	213.514976057	4.60898594267	6	29411	0.85198507133	0.33316752885	1.45308159538e-05	Rrf2 family transcriptional regulator	
DDMIMFBN_00052	3440.71936423	1.56096199426	2	22	2.07385806443	0.202962736714	3.41409258646e-06	Prophage DNA binding protein	
DDMIMFBN_00052	265.555340236	1.33788952873	2	2713	0.765264593595	0.130268784362	8.94496275382e-08	DNA-directed RNA polymerase sigma-70 factor	
DDMIMFBN_00053	847.146761121	68.9167723678	86	25485	1.02095007294	0.173751397049	0.000156402647206	Terminase	A
DDMIMFBN_00053	544.503227058	4.58443960163	6	273	0.814273952073	0.0122125228165	1.20787480332e-06	Bacteriophage tail assembly protein	A
DDMIMFBN_00054	3143.75376668	52.4424423478	68	1387	2.06308743003	0.406755394729	0.000278207721302	Phage head-tail adapter protein	
DDMIMFBN_00054	2490.23023736	6.30971208341	8	32	1.69677691559	0.208837910617	3.64007944068e-05	Head-tail joining protein W	
DDMIMFBN_00055	936.303981225	71.8264137636	89	22778	1.0825019817	0.222596164949	0.00022108912816	Phage portal protein	
DDMIMFBN_00055	470.823013853	0.756740204645	1	10	0.778444089811	0.000216762620447	4.02810587265e-09	Bacteriophage capsid structural protein	
DDMIMFBN_00056	3508.93724166	37.2704690379	48	656	2.04803888932	0.102762088705	4.28236656584e-06	Serine peptidase	
DDMIMFBN_00056	751.840137121	3.11791847827	4	100	0.904787490011	0.0265036363457	0.00022539497442	Head-tail preconnector protease	
DDMIMFBN_00056	297.936524734	1.50821219133	2	149	0.736205319494	0.0510012769705	1.6402823754e-06	ClpP class periplasmic serine protease	
DDMIMFBN_00056	88.3831699957	4.21879818661	5	13231	0.637109652718	0.0221818174049	1.07478034852e-06	Signal peptide peptidase SppA	
DDMIMFBN_00056	55.5957326397	3.8065009963	5	27176	0.62037918606	0.0153601717237	9.95439872744e-08	Protease 4	
DDMIMFBN_00057	2137.86737938	1.39990603684	2	40	1.50387278888	0.110803193988	7.2158368948e-06	Putative prophage exported protein	
DDMIMFBN_00057	86.4917981968	2.4086261092	4	72296	0.742536116752	0.222527007985	4.16206231466e-06	DNA primase	
DDMIMFBN_00058	2379.09362621	44.0148109372	59	2217	1.76536015676	0.421963380387	0.004105733633	Head decoration protein	
DDMIMFBN_00058	126.286744297	2.82246971116	4	3234	0.654296481846	0.0260033362771	7.95008484927e-07	Antitermination protein	
DDMIMFBN_00059	709.944647538	52.2054480527	63	27940	0.934278147518	0.113773187104	2.49669091671e-05	Phage major capsid protein E	
DDMIMFBN_00062	336.008414416	8.42332786384	12	3066	0.854500817567	0.24546478571	5.57686806804e-05	ATP-binding tail sheath protein	
DDMIMFBN_00062	538.971649468	0.77156897535	1	2	0.806969432002	0.00260522613148	1.18263476848e-07	Putative bacteriophage ATP-binding protein	
DDMIMFBN_00062	284.956068396	52.7790666138	70	167233	0.703982427358	0.0	0.0	ATP-binding protein	
DDMIMFBN_00063	9.11095282953e-11	0.721115353838	1	2170	1.11444534282	0.989517819706	4.49188714743e-05	Bacteriophage protein	
DDMIMFBN_00064	814.8140765	32.9962968661	43	14648	0.941628983959	0.0484956183682	3.37812045199e-05	Phage tail sheath subtilisin-like domain-containing protein	
DDMIMFBN_00065	3345.3485899	25.0367598615	32	646	1.96062916463	0.0612997922238	4.1939391689e-05	Phage tail tube protein	
DDMIMFBN_00066	1266.96011661	22.7589941737	28	3949	1.26734722377	0.321816632469	1.80960838524e-05	Phage tail assembly protein	
DDMIMFBN_00067	293.58525429	6.85568337125	11	14740	0.866327659596	0.299796194376	7.87430309966e-05	SLT domain-containing protein	
DDMIMFBN_00067	660.463249567	0.595785318721	1	22	0.857379768718	0.00602729304808	1.78776393705e-07	Putative bacteriophage coat protein	
DDMIMFBN_00067	153.091747015	4.12146746307	6	19586	0.679943335083	0.0541633925236	1.91199731764e-06	Lytic transglycosylase domain-containing protein	
DDMIMFBN_00067	146.687642967	0.714287318294	1	641	0.655309558722	0.0125179229984	1.17284564239e-07	Phage tail length tape-measure protein	
DDMIMFBN_00067	41.7093203543	0.60102212901	1	5608	0.618125077224	0.0215874297951	5.64520788226e-07	Tape measure protein	
DDMIMFBN_00068	2373.92175762	18.3554385801	27	556	1.62089206333	0.153361399272	0.00209093329841	Mu-like prophage DNA circulation protein	
DDMIMFBN_00068	1771.9006649	2.25032365495	3	15	1.38749423823	0.167392785686	0.000789792744754	Phage DNA circularisation protein	
DDMIMFBN_00068	1376.72910273	11.8672511118	15	691	1.25579125146	0.217128592016	0.00107282988994	DNA circularization protein	
DDMIMFBN_00068	51.6159243409	0.78876190039	1	2170	0.61102399298	0.000712495466118	3.23435229071e-08	Bacteriophage protein	
DDMIMFBN_00069	2312.54742932	4.23035461053	5	97	1.5359841806	0.0395568044314	5.12635789576e-06	Bacteriophage Mu P protein	
DDMIMFBN_00069	1157.81512691	3.84693958786	5	320	1.05526614355	0.00403773236874	4.73158184757e-06	Mu-like prophage tail protein gpP	
DDMIMFBN_00069	165.146476795	1.59042253195	2	2688	0.671760965956	0.0296270748965	1.27716626592e-06	Phage baseplate protein	
DDMIMFBN_00070	1619.30439961	11.7305354114	16	228	1.25097080759	0.0249860392556	0.000322347039939	Mu-like prophage protein gp45	
DDMIMFBN_00070	1072.03734124	57.5297939376	78	12511	1.08084484297	0.117035048645	6.65347230415e-05	Phage baseplate assembly protein V	
DDMIMFBN_00070	548.609722003	1.34206105383	2	26	0.814265477828	0.00909722870066	2.8907622182e-06	Putative bacteriophage (Baseplate assembly) protein	
DDMIMFBN_00071	3243.9465517	10.4244215254	15	244	1.92013201264	0.0614078597347	0.000361314796994	Bacteriophage protein GP46	
DDMIMFBN_00071	355.062995428	3.40277339062	5	2170	0.954433615903	0.419627022833	0.000304781531859	Bacteriophage protein	
DDMIMFBN_00072	886.569173859	27.5047640193	37	9883	1.01756740475	0.137620508672	4.32805332292e-05	Phage baseplate protein	
DDMIMFBN_00072	496.752276948	2.10848506377	3	185	0.819543411652	0.0581932466797	4.00663253084e-06	Putative phage protein gp47/JayE	
DDMIMFBN_00073	4591.72078908	4.84342892763	7	29	2.45856412315	0.0600985752354	0.0011781319576	Bacteriophage protein GP48	
DDMIMFBN_00073	3615.26066047	7.2907319819	10	106	2.05868878085	0.0426120715658	5.93652784173e-06	Prophage tail protein	
DDMIMFBN_00074	647.345211646	2.33621264671	4	2170	1.11330984382	0.498811222063	9.057355705e-05	Bacteriophage protein	
DDMIMFBN_00076	332.934722081	3.52563437882	6	12288	0.727086513296	0.00738230513088	1.37202477498e-07	Tail fiber assembly protein	
DDMIMFBN_00077	594.219495688	28.1762949805	36	15089	0.830858512235	0.00598247391674	1.39191072978e-07	DNA-invertase	
DDMIMFBN_00077	228.468897019	4.75771303879	6	2910	0.710654767037	0.0552209464777	5.32980139406e-06	Phage DNA invertase	
DDMIMFBN_00077	128.320650259	1.4636223531	2	873	0.659781942943	0.0348182190472	1.33723356878e-06	Resolvase domain-containing protein	
DDMIMFBN_00077	47.5039087004	0.806733940995	1	1934	0.610464774825	0.0027607374652	1.02439238041e-06	DNA-invertase hin	
DDMIMFBN_00077	39.9004926381	7.11699162324	9	211339	0.60689158705	0.00175733961103	6.58415450832e-11	Helix-turn-helix domain-containing protein	
DDMIMFBN_00078	848.214870469	7.48612398493	9	1347	1.04191601597	0.212509505704	1.4881745419e-06	DNA-damage-inducible protein I	MSGA
DDMIMFBN_00078	838.01645998	5.00971604695	6	618	0.961673361571	0.0687964952885	0.000231753821689	Virulence protein MsgA	MSGA
DDMIMFBN_00078	295.236889618	3.30812158424	4	2171	0.708094755847	0.0	0.0	Damage-inducible protein	MSGA
DDMIMFBN_00079	943.262377044	1.27297472903	2	511	1.23172883543	0.498905429072	0.000200360414863	Error-prone repair protein UmuD	
DDMIMFBN_00080	592.669384403	36.8042755324	49	31305	1.26129125825	0.819253299092	0.000962798505406	Hemerythrin domain-containing protein	
DDMIMFBN_00081	3021.56157779	23.9441525985	29	657	1.9112804431	0.212401293797	0.00415631354744	Virulence protein MsgA	
DDMIMFBN_00081	101.024674744	0.790209436098	1	640	0.639193617625	0.0165731087944	3.33688814611e-09	DNA damage-inducible protein	
DDMIMFBN_00081	71.4733673379	0.811138435326	1	1347	0.620049672272	0.0027553307425	2.14391092867e-09	DNA-damage-inducible protein I	
DDMIMFBN_00081	56.7772267245	0.818126127806	1	2171	0.61271089069	0.0	0.0	Damage-inducible protein	
DDMIMFBN_00082	877.211834275	1.26001049056	2	287	0.94393015247	0.00574606116775	3.17072004121e-07	DNA invertase (Fragment)	
DDMIMFBN_00082	160.52004609	1.29474108779	2	9049	0.656580370293	0.00447613455247	2.72101506858e-08	Resolvase/invertase-type recombinase catalytic domain-containing protein	
DDMIMFBN_00083	968.034865518	3.18086109214	5	182	1.00276856097	0.0482141364843	5.61215046835e-05	Site-specific DNA recombinase e14 prophage	
DDMIMFBN_00083	529.305283006	14.3132731484	23	12325	0.844661203387	0.0810168673816	7.52361583771e-06	Recombinase family protein (Fragment)	
DDMIMFBN_00083	444.971403915	0.68545711731	1	40	0.785047049342	0.0321857026922	3.26747802541e-06	Hin recombinase (Fragment)	
DDMIMFBN_00083	447.24538953	1.3207626953	2	147	0.773773768953	0.00919925448744	4.13113029067e-07	Phage DNA invertase	
DDMIMFBN_00083	143.106726937	1.89342350795	3	2950	0.647242690775	0.0	0.0	DNA-invertase	
DDMIMFBN_00084	1123.64420781	2.5229719184	3	33	1.04712592609	0.0144683087988	1.96532384219e-06	Predicted enzyme	YCII
DDMIMFBN_00084	515.047577383	37.0329120917	43	33834	0.904826503602	0.205290402455	0.000177967392792	YCII domain-containing protein	YCII
DDMIMFBN_00084	575.042867873	0.840990639468	1	14	0.820975732692	0.00180853859986	3.00425082318e-06	YciL domain protein	YCII
DDMIMFBN_00086	3927.23642481	87.6877484158	100	1474	2.24087546406	0.150827820664	0.00210745924183	Acyl-CoA thioester hydrolase YciA	YCIA
DDMIMFBN_00087	1437.18415815	87.8719901684	100	11006	1.29873336923	0.252522029032	0.00115152924402	Inner membrane-spanning protein YciB	YCIB
DDMIMFBN_00088	6054.37785534	86.988708024	99	614	3.09931591356	0.164998880278	0.00576824360622	UPF0259 membrane protein YciC	YCIC
DDMIMFBN_00089	878.318932554	82.5213179918	94	27697	1.0111063862	0.131654130414	0.000106202740633	Outer membrane protein W	OMPW
DDMIMFBN_00090	855.060870788	25.3747174931	29	4029	1.14048278191	0.393245289736	0.00192150183696	DUF892 domain-containing protein	YCIE
DDMIMFBN_00090	659.246917543	1.74348099772	2	32	0.854983936909	0.00242476589594	2.19833716767e-06	YciE	YCIE
DDMIMFBN_00090	594.313740514	0.878636330045	1	2	0.827725496206	0.0	0.0	Putative rubrerythrin/ferritin-like metal-binding protein	YCIE
DDMIMFBN_00090	500.73436477	28.8340961638	33	15168	0.790293745908	0.0	0.0	Ferritin-like domain-containing protein	YCIE
DDMIMFBN_00091	799.371113749	21.0630893155	24	4029	1.14171591241	0.437607688462	0.00176960143607	DUF892 domain-containing protein	YCIF
DDMIMFBN_00091	1338.60207831	1.75717279808	2	5	1.12736690486	0.00363340266407	1.85062954027e-05	YCIF protein yciF	YCIF
DDMIMFBN_00091	1335.10022412	1.75257594578	2	8	1.12593369843	0.003572845953	2.13609027388e-08	Putative structural proteins	YCIF
DDMIMFBN_00091	393.598856717	20.1247438366	23	15168	0.747439542687	0.0	0.0	Ferritin-like domain-containing protein	YCIF
DDMIMFBN_00092	1491.84227886	4.33703696433	5	142	1.19367738695	0.0130949651681	7.19324333513e-06	Stress-induced protein, KGG, repeat	YCIG
DDMIMFBN_00092	386.298906452	9.5269490868	11	10218	0.781463416447	0.0697052394159	3.84878080702e-06	General stress protein	YCIG
DDMIMFBN_00092	456.200880319	1.7420809031	2	245	0.779447446884	0.0131454566938	1.35408494992e-07	Conidiation-specific protein 10	YCIG
DDMIMFBN_00093	810.886321288	87.7085087069	100	34569	0.977449842254	0.119047095867	1.76464751017e-05	Tryptophan synthase alpha chain	TRPA
DDMIMFBN_00094	743.754528222	87.7433372134	100	41090	0.953422385159	0.124377749025	1.8344339984e-05	Tryptophan synthase beta chain	TRPB
DDMIMFBN_00095	657.407589191	87.8930728777	100	52590	0.987484845425	0.253805786595	0.000237142644411	Multifunctional fusion protein	TRPC
DDMIMFBN_00096	778.642733108	87.2663267891	99	36745	1.0319737882	0.246253028028	0.000129505123811	Anthranilate phosphoribosyltransferase	TRPD
DDMIMFBN_00096	217.624723863	0.881478048375	1	48	0.678376522228	0.00250217255818	2.40613733119e-05	Bifunctional protein TrpGD	TRPD
DDMIMFBN_00097	944.691086481	87.734011659	100	25471	1.03347090598	0.123762097705	2.79800963004e-05	Anthranilate synthase component 1	TRPE
DDMIMFBN_00098	867.773029839	28.0914420907	32	4477	1.02509791137	0.16600933633	0.000187559168348	5'-3' exoribonuclease	YCIV
DDMIMFBN_00098	830.606771446	1.75159490228	2	19	0.923251069194	0.00190232630656	6.38364532401e-06	TrpH	YCIV
DDMIMFBN_00098	572.456113133	0.875797451138	1	5	0.819765193323	0.00147687228856	2.87833227159e-07	Enzymes	YCIV
DDMIMFBN_00098	212.566577943	15.8288983617	18	23675	0.79553939191	0.227382463914	2.74290386795e-06	Phosphatase	YCIV
DDMIMFBN_00098	237.805556138	1.75620520522	2	233	0.69925886211	0.0266692186151	9.76894454766e-05	COG0613, Predicted metal-dependent phosphoesterases (PHP family)	YCIV
DDMIMFBN_00098	181.143625992	2.63661295931	3	905	0.673057931163	0.0200008958968	2.97020898489e-07	S-adenosylmethionine tRNA ribosyltransferase	YCIV
DDMIMFBN_00098	105.154085264	5.25939500978	6	10677	0.660314285723	0.053305859165	2.73129935944e-05	POLIIIAc domain-containing protein	YCIV
DDMIMFBN_00098	97.226917388	2.63661295931	3	3140	0.634195597066	0.0100091014969	3.15870742157e-07	Metal-dependent phosphoesterase	YCIV
DDMIMFBN_00098	28.5829181215	1.75620520522	2	16052	0.602169687847	0.00138965809321	9.04289067049e-08	PHP domain containing protein (TRPH)	YCIV
DDMIMFBN_00099	1960.59280282	4.39700731566	5	31	1.42600465697	0.0976745420557	1.42774363719e-06	Putative ribosome maturation factor	YCIO
DDMIMFBN_00099	918.416970799	21.8862740874	25	3500	0.95736678832	0.0	0.0	YrdC-like domain-containing protein	YCIO
DDMIMFBN_00099	644.742302291	2.60998653485	3	101	0.857333810524	0.0178052550622	5.22121706845e-06	Probable translation factor YciO	YCIO
DDMIMFBN_00099	201.834438286	0.879401463131	1	117	0.677528269485	0.0128197836448	4.41936120377e-07	YrdC domain protein	YCIO
DDMIMFBN_00099	121.317086416	10.5448971608	12	46499	0.665704778213	0.0512791345793	1.15992632517e-07	Threonylcarbamoyl-AMP synthase	YCIO
DDMIMFBN_00099	19.0123288385	1.75880292626	2	52180	0.60148749465	0.00732559065419	3.38276097933e-09	RNA binding protein	YCIO
DDMIMFBN_00100	5684.28393935	3.44359286602	4	14	2.92336227432	0.11231688075	0.00603758912349	Putative membrane protein YciQ	
DDMIMFBN_00100	214.556507064	0.867094783579	1	623	0.676155219338	0.000627573794474	1.20086833998e-07	DUF2207 domain-containing protein (Fragment)	
DDMIMFBN_00100	127.586682526	2.59395158333	3	15763	0.661943853623	0.0394512794036	1.26445659058e-07	Predicted inner membrane protein	
DDMIMFBN_00101	394.661100754	87.9778298846	100	145863	0.872974703916	0.236055584344	4.01956042553e-05	Pseudouridine synthase	RLUB
DDMIMFBN_00102	838.38255372	87.5606337722	100	32339	1.05720121694	0.248753313445	0.000446966305859	Corrinoid adenosyltransferase	COBO
DDMIMFBN_00103	229.895975771	45.5859489956	52	123604	0.742248911165	0.113748797679	0.000182904307155	YciK family oxidoreductase	YCIK
DDMIMFBN_00103	105.00791036	24.5345844277	28	171117	0.673430688641	0.0781650187563	3.22778314396e-06	Short chain dehydrogenase	YCIK
DDMIMFBN_00103	161.930194076	0.875412401584	1	92	0.65769847094	0.00552143164776	1.7268273573e-06	Dehydrogenases with different specificities	YCIK
DDMIMFBN_00103	98.804220644	11.3941835306	13	41763	0.64309068503	0.025601875518	1.37376586117e-07	EmrKY-TolC system oxoacyl-(Acyl carrier protein) reductase	YCIK
DDMIMFBN_00104	1715.7129719	4.4039531989	5	21	1.28511034572	0.0166511202099	3.16254731552e-06	Peptidase, S49 (Protease IV) family	SOHB
DDMIMFBN_00104	610.550200084	51.9402748187	59	23062	0.887015681797	0.0996059379763	0.000222731799977	Protease SohB	SOHB
