qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
DDMIMFBN_00007	BP	0015833	peptide transport	0.164025325818	0.363506058406	8	2
DDMIMFBN_00007	BP	0015031	protein transport	0.109218463427	0.352686010807	12	2
DDMIMFBN_00007	BP	0098657	import into cell	0.081372577395	0.346119576339	23	1
DDMIMFBN_00008	BP	0015833	peptide transport	8.19189090425	0.72028388276	1	100
DDMIMFBN_00008	CC	0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	7.10407437064	0.691708377324	1	100
DDMIMFBN_00008	MF	0005524	ATP binding	2.99671280053	0.556055954459	1	100
DDMIMFBN_00008	MF	0016787	hydrolase activity	0.268594666077	0.379951525491	17	11
DDMIMFBN_00009	BP	0015833	peptide transport	8.19189225956	0.720283917138	1	100
DDMIMFBN_00009	CC	0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	7.10407554597	0.691708409338	1	100
DDMIMFBN_00009	MF	0005524	ATP binding	2.99671329632	0.556055975252	1	100
DDMIMFBN_00009	MF	0016787	hydrolase activity	0.0732595038671	0.344000547711	17	3
DDMIMFBN_00011	MF	0008808	cardiolipin synthase activity	12.2093793588	0.812056712182	1	100
DDMIMFBN_00011	BP	0032049	cardiolipin biosynthetic process	11.3645803775	0.794189430614	1	100
DDMIMFBN_00011	CC	0005886	plasma membrane	2.61368985516	0.539443536149	1	100
DDMIMFBN_00011	CC	0016021	integral component of membrane	0.911183324886	0.443302000295	3	100
DDMIMFBN_00012	BP	0006813	potassium ion transport	7.64460518854	0.706161725416	1	100
DDMIMFBN_00012	CC	0016021	integral component of membrane	0.856566056098	0.439083839889	1	94
DDMIMFBN_00012	MF	0042802	identical protein binding	0.0895273973027	0.348145479609	1	1
DDMIMFBN_00012	CC	0032991	protein-containing complex	0.0280383675002	0.329013247902	4	1
DDMIMFBN_00012	CC	0005886	plasma membrane	0.026237904977	0.328219668368	6	1
DDMIMFBN_00013	BP	0015074	DNA integration	6.73554559941	0.681536539224	1	98
DDMIMFBN_00013	MF	0003677	DNA binding	3.24274969653	0.566170880906	1	100
DDMIMFBN_00013	CC	0016021	integral component of membrane	0.00739857110046	0.317189370299	1	1
DDMIMFBN_00013	BP	0006310	DNA recombination	5.64553264747	0.649699986417	2	98
DDMIMFBN_00013	BP	0044826	viral genome integration into host DNA	2.47073820353	0.532933810761	5	23
DDMIMFBN_00013	BP	0075713	establishment of integrated proviral latency	2.47073444112	0.532933636985	6	23
DDMIMFBN_00013	MF	0016787	hydrolase activity	0.267696064796	0.379825540543	6	9
DDMIMFBN_00013	MF	0016740	transferase activity	0.252273541043	0.377629371016	7	9
DDMIMFBN_00013	BP	0046718	viral entry into host cell	2.088890575	0.514557483899	11	23
DDMIMFBN_00017	BP	0006259	DNA metabolic process	3.99624929164	0.594963817355	1	100
DDMIMFBN_00017	MF	0003677	DNA binding	3.24275194638	0.566170971612	1	100
DDMIMFBN_00018	MF	0051908	double-stranded DNA 5'-3' exodeoxyribonuclease activity	15.613955836	0.854431062143	1	47
DDMIMFBN_00018	BP	0090305	nucleic acid phosphodiester bond hydrolysis	4.96268720915	0.628163340949	1	47
DDMIMFBN_00018	BP	0006259	DNA metabolic process	3.99624846702	0.594963787408	2	47
DDMIMFBN_00019	MF	0003700	DNA-binding transcription factor activity	3.5824020016	0.57952344277	1	73
DDMIMFBN_00019	BP	0090305	nucleic acid phosphodiester bond hydrolysis	2.82929339691	0.548933711553	1	57
DDMIMFBN_00019	BP	0006355	regulation of DNA-templated transcription	2.65072709756	0.541100899802	2	73
DDMIMFBN_00019	MF	0004519	endonuclease activity	3.33921961491	0.570031680562	3	57
DDMIMFBN_00019	MF	0003677	DNA binding	2.96266224998	0.554623841846	5	89
DDMIMFBN_00020	MF	0008270	zinc ion binding	5.08497610969	0.632124425967	1	2
DDMIMFBN_00021	BP	0051301	cell division	5.74085333895	0.652600331387	1	13
DDMIMFBN_00021	MF	0004180	carboxypeptidase activity	0.594397317863	0.416645086665	1	1
DDMIMFBN_00022	CC	0016021	integral component of membrane	0.908189661266	0.443074126758	1	4
DDMIMFBN_00023	CC	0016021	integral component of membrane	0.91098318677	0.443286777746	1	45
DDMIMFBN_00025	MF	0003677	DNA binding	3.24270454758	0.566169060665	1	96
DDMIMFBN_00025	BP	0045892	negative regulation of DNA-templated transcription	0.0705899287554	0.343277847161	1	1
DDMIMFBN_00029	MF	0005524	ATP binding	2.99669017418	0.55605500554	1	100
DDMIMFBN_00029	MF	0017111	ribonucleoside triphosphate phosphatase activity	0.0565441495443	0.339227127981	17	1
DDMIMFBN_00035	MF	0003677	DNA binding	3.22787596032	0.565570538748	1	2
DDMIMFBN_00037	MF	0003887	DNA-directed DNA polymerase activity	7.90073594441	0.71283175807	1	100
DDMIMFBN_00037	BP	0071897	DNA biosynthetic process	6.45592934431	0.673631723498	1	100
DDMIMFBN_00037	BP	0006260	DNA replication	6.00472729105	0.660505994422	2	100
DDMIMFBN_00037	MF	0003677	DNA binding	3.24259664992	0.566164710571	7	100
DDMIMFBN_00043	BP	0006353	DNA-templated transcription termination	9.05134227545	0.741540716105	1	1
DDMIMFBN_00043	MF	0003677	DNA binding	3.23454828801	0.565840021709	1	1
DDMIMFBN_00044	CC	0016021	integral component of membrane	0.911140895686	0.443298773261	1	92
DDMIMFBN_00045	MF	0003796	lysozyme activity	11.1254936079	0.789013149476	1	100
DDMIMFBN_00045	BP	0042742	defense response to bacterium	10.3276032592	0.771323266263	1	100
DDMIMFBN_00045	CC	0030430	host cell cytoplasm	6.56506234549	0.676736922943	1	100
DDMIMFBN_00045	BP	0019835	cytolysis	10.220154542	0.768889537813	2	100
DDMIMFBN_00045	BP	0016998	cell wall macromolecule catabolic process	9.63316496382	0.755362181971	4	100
DDMIMFBN_00045	BP	0009253	peptidoglycan catabolic process	9.19229333874	0.744928904267	5	100
DDMIMFBN_00046	BP	0019835	cytolysis	10.2200521848	0.768887213325	1	100
DDMIMFBN_00046	CC	0016021	integral component of membrane	0.331310625853	0.388276522883	1	36
DDMIMFBN_00046	MF	0016787	hydrolase activity	0.0256994649455	0.327977088465	1	1
DDMIMFBN_00046	BP	0019076	viral release from host cell	8.581174042	0.730043667608	2	100
DDMIMFBN_00046	CC	0020002	host cell plasma membrane	0.06548273616	0.341856091637	4	1
DDMIMFBN_00046	BP	0039633	killing by virus of host cell	0.130683011772	0.357189952986	12	1
DDMIMFBN_00052	CC	0000428	DNA-directed RNA polymerase complex	7.11147159033	0.691909813922	1	2
DDMIMFBN_00053	MF	0016887	ATP hydrolysis activity	6.07849648818	0.662684894374	1	100
DDMIMFBN_00053	BP	0090305	nucleic acid phosphodiester bond hydrolysis	4.96273310583	0.628164836697	1	100
DDMIMFBN_00053	MF	0004519	endonuclease activity	5.85717117519	0.656107134494	2	100
DDMIMFBN_00053	MF	0005524	ATP binding	2.99673134012	0.556056731983	10	100
DDMIMFBN_00054	BP	0019058	viral life cycle	5.83648510823	0.655486044472	1	100
DDMIMFBN_00055	BP	0019068	virion assembly	8.32351569448	0.723609315159	1	100
DDMIMFBN_00055	MF	0005198	structural molecule activity	3.59303305115	0.57993092039	1	100
DDMIMFBN_00056	MF	0008233	peptidase activity	4.62488859688	0.616960646389	1	100
DDMIMFBN_00056	BP	0006508	proteolysis	4.39187883749	0.608992880636	1	100
DDMIMFBN_00057	BP	0032968	positive regulation of transcription elongation by RNA polymerase II	12.0927176015	0.809626973829	1	1
DDMIMFBN_00057	MF	0003677	DNA binding	3.22569357364	0.565482335753	1	1
DDMIMFBN_00057	BP	0006367	transcription initiation at RNA polymerase II promoter	10.9892549038	0.786038654907	4	1
DDMIMFBN_00059	CC	0019028	viral capsid	7.44296535634	0.70083171588	1	1
DDMIMFBN_00059	CC	0030430	host cell cytoplasm	6.5560978149	0.676482829721	2	1
DDMIMFBN_00062	MF	0005524	ATP binding	2.99661886197	0.556052014776	1	73
DDMIMFBN_00064	CC	0098027	virus tail, sheath	16.3095068287	0.858427674706	1	1
DDMIMFBN_00064	BP	0099000	viral genome ejection through host cell envelope, contractile tail mechanism	15.812331461	0.855579840455	1	1
DDMIMFBN_00067	MF	0016798	hydrolase activity, acting on glycosyl bonds	1.97123259489	0.50856165811	1	1
DDMIMFBN_00067	CC	0016021	integral component of membrane	0.604962607552	0.417635604897	1	2
DDMIMFBN_00067	BP	0008152	metabolic process	0.204606402383	0.37037895375	1	1
DDMIMFBN_00067	MF	0016829	lyase activity	1.59468941844	0.488060030532	2	1
DDMIMFBN_00077	MF	0000150	DNA strand exchange activity	10.0241823225	0.764417562067	1	100
DDMIMFBN_00077	BP	0015074	DNA integration	6.86782454049	0.685218881923	1	100
DDMIMFBN_00077	BP	0006310	DNA recombination	5.75640489522	0.653071231106	2	100
DDMIMFBN_00077	MF	0003677	DNA binding	3.24270813252	0.566169205197	4	100
DDMIMFBN_00078	BP	0006281	DNA repair	5.50639846599	0.645422202262	1	6
DDMIMFBN_00079	MF	0016787	hydrolase activity	2.43131512033	0.531105640245	1	2
DDMIMFBN_00081	BP	0006281	DNA repair	5.50874752465	0.645494871458	1	11
DDMIMFBN_00082	MF	0000150	DNA strand exchange activity	9.99327540026	0.763708306019	1	5
DDMIMFBN_00082	BP	0006310	DNA recombination	5.73865653902	0.652533761096	1	5
DDMIMFBN_00082	BP	0015074	DNA integration	5.50169548554	0.64527666683	2	4
DDMIMFBN_00082	MF	0003677	DNA binding	3.23271009728	0.56576580835	4	5
DDMIMFBN_00083	MF	0000150	DNA strand exchange activity	10.0221011059	0.764369836405	1	34
DDMIMFBN_00083	BP	0006310	DNA recombination	5.75520975283	0.653035064883	1	34
DDMIMFBN_00083	BP	0015074	DNA integration	4.70014239284	0.619490867202	2	22
DDMIMFBN_00083	MF	0003677	DNA binding	3.2420348828	0.566142060724	4	34
DDMIMFBN_00084	CC	0005829	cytosol	6.69640710996	0.680440094953	1	1
DDMIMFBN_00085	MF	0031992	energy transducer activity	12.7017576265	0.82218590716	1	100
DDMIMFBN_00085	BP	0044718	siderophore transmembrane transport	10.1491985995	0.767275356068	1	100
DDMIMFBN_00085	CC	0030288	outer membrane-bounded periplasmic space	8.85144221855	0.736689942419	1	100
DDMIMFBN_00085	MF	0015343	siderophore transmembrane transporter activity	10.4596701375	0.774297321005	2	100
DDMIMFBN_00085	CC	0005886	plasma membrane	2.61366443615	0.539442394667	5	100
DDMIMFBN_00085	MF	0019904	protein domain specific binding	0.102790015541	0.351252400682	6	1
DDMIMFBN_00085	CC	0016021	integral component of membrane	0.911174463322	0.443301326318	7	100
DDMIMFBN_00085	BP	0015031	protein transport	5.45465117518	0.643817426436	8	100
DDMIMFBN_00085	CC	0098552	side of membrane	0.0960800796854	0.349707334549	13	1
DDMIMFBN_00085	CC	0009986	cell surface	0.0930528230926	0.348992622313	14	1
DDMIMFBN_00085	CC	0009279	cell outer membrane	0.0653483714742	0.341817951583	15	1
DDMIMFBN_00085	CC	1990351	transporter complex	0.0528694154773	0.338086344533	21	1
DDMIMFBN_00085	CC	0098796	membrane protein complex	0.0444696205404	0.335319516466	23	1
DDMIMFBN_00085	BP	0098002	receptor-mediated bacteriophage irreversible attachment to host cell	0.257350116134	0.378359505785	27	1
DDMIMFBN_00085	BP	0042914	colicin transport	0.251486375962	0.377515501947	28	1
DDMIMFBN_00085	BP	0015889	cobalamin transport	0.11124212698	0.353128526849	32	1
DDMIMFBN_00085	BP	0055072	iron ion homeostasis	0.0949148241341	0.34943357837	34	1
DDMIMFBN_00086	MF	0016790	thiolester hydrolase activity	9.45502402043	0.751175810794	1	100
DDMIMFBN_00086	BP	0044581	butyryl-CoA catabolic process to butyrate	0.256880055885	0.378292204026	1	1
DDMIMFBN_00086	CC	0005829	cytosol	0.0673254880186	0.342375269832	1	1
DDMIMFBN_00086	MF	0036042	long-chain fatty acyl-CoA binding	0.186106103853	0.367339304209	7	1
DDMIMFBN_00087	CC	0005887	integral component of plasma membrane	6.12889317592	0.66416585371	1	100
DDMIMFBN_00088	CC	0005886	plasma membrane	2.61366189185	0.539442280411	1	100
DDMIMFBN_00088	CC	0016021	integral component of membrane	0.911173576331	0.443301258857	3	100
DDMIMFBN_00089	CC	0019867	outer membrane	6.13175438911	0.66424975046	1	100
DDMIMFBN_00089	MF	0005515	protein binding	0.0504410868157	0.337310603352	1	1
DDMIMFBN_00089	BP	0055085	transmembrane transport	0.028004744375	0.328998665516	1	1
DDMIMFBN_00089	CC	0030312	external encapsulating structure	0.125645976281	0.356168428612	4	2
DDMIMFBN_00089	CC	0030313	cell envelope	0.124900899895	0.356015598686	5	2
DDMIMFBN_00089	CC	0016021	integral component of membrane	0.0182649126585	0.324323452402	9	2
DDMIMFBN_00090	MF	0046872	metal ion binding	2.52134275373	0.53525925514	1	1
DDMIMFBN_00091	BP	0006974	cellular response to DNA damage stimulus	5.43794786169	0.643297803132	1	1
DDMIMFBN_00092	BP	0071978	bacterial-type flagellum-dependent swarming motility	18.5120277399	0.87055055727	1	1
DDMIMFBN_00093	MF	0004834	tryptophan synthase activity	10.5444924716	0.776197567925	1	100
DDMIMFBN_00093	BP	0000162	tryptophan biosynthetic process	8.72848287928	0.733678966481	1	100
DDMIMFBN_00093	CC	0005829	cytosol	0.0674315717569	0.342404940321	1	1
DDMIMFBN_00093	MF	0060090	molecular adaptor activity	0.0498249791569	0.337110831963	6	1
DDMIMFBN_00094	MF	0004834	tryptophan synthase activity	10.5445556069	0.77619897947	1	100
DDMIMFBN_00094	BP	0000162	tryptophan biosynthetic process	8.72853514112	0.733680250736	1	100
DDMIMFBN_00094	CC	0005829	cytosol	0.0672847637426	0.342363873478	1	1
DDMIMFBN_00094	MF	0042802	identical protein binding	0.0891815250924	0.348061476691	6	1
DDMIMFBN_00094	MF	0030170	pyridoxal phosphate binding	0.064735065297	0.341643361664	7	1
DDMIMFBN_00095	MF	0004640	phosphoribosylanthranilate isomerase activity	11.6885933409	0.801118252031	1	100
DDMIMFBN_00095	BP	0000162	tryptophan biosynthetic process	8.72854552534	0.733680505912	1	100
DDMIMFBN_00095	MF	0004425	indole-3-glycerol-phosphate synthase activity	11.6407042006	0.800100274818	2	100
DDMIMFBN_00096	MF	0004048	anthranilate phosphoribosyltransferase activity	11.5251074441	0.797634378237	1	100
DDMIMFBN_00096	BP	0000162	tryptophan biosynthetic process	8.72855969715	0.733680854162	1	100
DDMIMFBN_00096	CC	0005950	anthranilate synthase complex	0.195578891331	0.36891368693	1	1
DDMIMFBN_00096	MF	0000287	magnesium ion binding	5.64776556753	0.649768206839	3	100
DDMIMFBN_00096	MF	0016829	lyase activity	2.47016537184	0.532907351637	7	52
DDMIMFBN_00096	BP	0006541	glutamine metabolic process	2.66528853867	0.54174933004	27	36
DDMIMFBN_00096	BP	0002047	phenazine biosynthetic process	0.215624068185	0.372124111818	46	1
DDMIMFBN_00097	MF	0004049	anthranilate synthase activity	11.6655970183	0.800629681065	1	100
DDMIMFBN_00097	BP	0000162	tryptophan biosynthetic process	8.7285577407	0.733680806085	1	100
DDMIMFBN_00097	CC	0005950	anthranilate synthase complex	0.195928869273	0.368971114725	1	1
DDMIMFBN_00097	MF	0046872	metal ion binding	2.52847070877	0.535584926082	5	100
DDMIMFBN_00098	MF	0003824	catalytic activity	0.726733159904	0.428481033602	1	100
DDMIMFBN_00098	BP	0000481	maturation of 5S rRNA	0.19046920635	0.368069313522	1	1
DDMIMFBN_00098	BP	0000470	maturation of LSU-rRNA	0.120212136606	0.355043195017	2	1
DDMIMFBN_00098	BP	0030490	maturation of SSU-rRNA	0.108468091259	0.352520885675	3	1
DDMIMFBN_00098	BP	0090503	RNA phosphodiester bond hydrolysis, exonucleolytic	0.0907771922787	0.348447676234	5	1
DDMIMFBN_00098	MF	0030145	manganese ion binding	0.0873992302578	0.347625999901	13	1
DDMIMFBN_00098	BP	0006259	DNA metabolic process	0.0400902029718	0.33377272524	17	1
DDMIMFBN_00098	MF	0000166	nucleotide binding	0.0247014294445	0.327520631565	28	1
DDMIMFBN_00099	MF	0003725	double-stranded RNA binding	10.1936887443	0.768288122737	1	100
DDMIMFBN_00099	CC	0005829	cytosol	0.0672848310422	0.342363892314	1	1
DDMIMFBN_00099	MF	0061710	L-threonylcarbamoyladenylate synthase	0.125698232317	0.356179130333	7	1
DDMIMFBN_00100	CC	0016021	integral component of membrane	0.900908766916	0.442518342644	1	88
DDMIMFBN_00100	CC	0005886	plasma membrane	0.0294754601715	0.329628543997	4	1
DDMIMFBN_00101	MF	0120159	rRNA pseudouridine synthase activity	10.1192235012	0.76659175555	1	100
DDMIMFBN_00101	BP	0000455	enzyme-directed rRNA pseudouridine synthesis	9.76484311766	0.758431834946	1	100
DDMIMFBN_00101	CC	0005829	cytosol	0.0673505637101	0.342382285344	1	1
DDMIMFBN_00101	MF	0003723	RNA binding	3.60418613495	0.580357759642	7	100
DDMIMFBN_00101	MF	0016829	lyase activity	0.57016211336	0.414339183883	13	12
DDMIMFBN_00101	MF	0005515	protein binding	0.0503757049241	0.337289461517	14	1
DDMIMFBN_00102	MF	0008817	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	11.3442747893	0.793751939117	1	100
DDMIMFBN_00102	BP	0009236	cobalamin biosynthetic process	8.17440009385	0.719839981397	1	100
DDMIMFBN_00102	CC	0005737	cytoplasm	1.9904989986	0.509555485666	1	100
DDMIMFBN_00102	BP	0006779	porphyrin-containing compound biosynthetic process	7.54369124627	0.703503139773	3	100
DDMIMFBN_00102	MF	0005524	ATP binding	2.99668419899	0.556054754947	3	100
DDMIMFBN_00103	MF	0016491	oxidoreductase activity	2.90878433533	0.552340902302	1	100
DDMIMFBN_00103	CC	0005829	cytosol	0.0670313105228	0.342292869018	1	1
DDMIMFBN_00104	MF	0004252	serine-type endopeptidase activity	6.97583669484	0.688199470757	1	100
DDMIMFBN_00104	BP	0006508	proteolysis	4.39190495572	0.60899378544	1	100
DDMIMFBN_00104	CC	0005886	plasma membrane	2.61367920052	0.539443057686	1	100
DDMIMFBN_00104	CC	0016021	integral component of membrane	0.911179610471	0.443301717791	3	100
DDMIMFBN_00105	CC	0005829	cytosol	6.6914781235	0.680301785056	1	1
DDMIMFBN_00106	MF	0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	10.3119425959	0.770969340861	1	100
DDMIMFBN_00106	BP	0006265	DNA topological change	8.33439523225	0.723883000678	1	100
DDMIMFBN_00106	CC	0005694	chromosome	6.46966028917	0.674023850655	1	100
DDMIMFBN_00106	MF	0003677	DNA binding	3.24278890116	0.566172461484	6	100
DDMIMFBN_00106	MF	0046872	metal ion binding	2.5284801332	0.535585356373	7	100
DDMIMFBN_00107	MF	0003700	DNA-binding transcription factor activity	4.75875905225	0.621447703147	1	100
DDMIMFBN_00107	BP	0006355	regulation of DNA-templated transcription	3.52114909631	0.577163809053	1	100
DDMIMFBN_00107	CC	0005829	cytosol	0.0672892223388	0.342365121348	1	1
DDMIMFBN_00107	MF	0003677	DNA binding	0.259435656659	0.378657368306	3	8
DDMIMFBN_00107	MF	0001067	transcription regulatory region nucleic acid binding	0.0943529121594	0.349300966595	8	1
DDMIMFBN_00107	BP	0019344	cysteine biosynthetic process	0.285196612344	0.382242321257	18	3
DDMIMFBN_00107	BP	0010165	response to X-ray	0.153377745934	0.361565359866	27	1
DDMIMFBN_00108	CC	0016021	integral component of membrane	0.911096490389	0.44329539585	1	98
DDMIMFBN_00108	CC	0031226	intrinsic component of plasma membrane	0.0618346567727	0.340806267352	5	1
DDMIMFBN_00110	CC	0016021	integral component of membrane	0.910939868564	0.443283482733	1	50
DDMIMFBN_00110	CC	0005886	plasma membrane	0.0540125258429	0.338445344017	4	1
DDMIMFBN_00111	BP	0006099	tricarboxylic acid cycle	7.49651954671	0.70225430002	1	100
DDMIMFBN_00111	MF	0047780	citrate dehydratase activity	7.35548942255	0.698497000643	1	65
DDMIMFBN_00111	CC	0005829	cytosol	0.0673517963497	0.34238263017	1	1
DDMIMFBN_00111	MF	0003994	aconitate hydratase activity	7.25419152869	0.695775964701	2	65
DDMIMFBN_00111	MF	0051539	4 iron, 4 sulfur cluster binding	6.25463719607	0.667834639205	3	100
DDMIMFBN_00111	MF	0046872	metal ion binding	2.52848046663	0.535585371596	9	100
DDMIMFBN_00111	BP	0006101	citrate metabolic process	0.139271288808	0.358887287742	10	1
DDMIMFBN_00111	BP	0006097	glyoxylate cycle	0.105476465935	0.351856808102	12	1
DDMIMFBN_00111	BP	0009061	anaerobic respiration	0.103782829566	0.351476677384	13	1
DDMIMFBN_00111	MF	0030350	iron-responsive element binding	0.15754039335	0.362331852431	14	1
DDMIMFBN_00111	MF	0003730	mRNA 3'-UTR binding	0.126675439669	0.3563788483	15	1
DDMIMFBN_00111	BP	0006979	response to oxidative stress	0.0784060713518	0.345357574184	15	1
DDMIMFBN_00112	MF	0003935	GTP cyclohydrolase II activity	11.8171067986	0.803839795368	1	100
DDMIMFBN_00112	BP	0009231	riboflavin biosynthetic process	8.68033800075	0.73249424176	1	100
DDMIMFBN_00112	CC	0005829	cytosol	0.0672847660895	0.342363874135	1	1
DDMIMFBN_00112	MF	0005525	GTP binding	5.97125494594	0.659512918135	5	100
DDMIMFBN_00112	MF	0008270	zinc ion binding	5.11365148733	0.63304633979	9	100
DDMIMFBN_00112	MF	0000287	magnesium ion binding	0.0564768441047	0.339206572756	28	1
DDMIMFBN_00112	MF	0005515	protein binding	0.0503264907626	0.337273538614	29	1
DDMIMFBN_00113	MF	0008962	phosphatidylglycerophosphatase activity	5.48853173932	0.644868978893	1	45
DDMIMFBN_00113	CC	0016021	integral component of membrane	0.87441893389	0.440477057561	1	95
DDMIMFBN_00113	BP	0009395	phospholipid catabolic process	0.34629220657	0.39014525992	1	3
DDMIMFBN_00113	BP	0006655	phosphatidylglycerol biosynthetic process	0.326542473529	0.387672935534	2	3
DDMIMFBN_00113	CC	0009279	cell outer membrane	0.197597175159	0.36924416432	4	3
DDMIMFBN_00113	MF	0000810	diacylglycerol diphosphate phosphatase activity	0.633743728969	0.420290849065	6	4
DDMIMFBN_00113	MF	0008195	phosphatidate phosphatase activity	0.517753179009	0.409178758526	7	4
DDMIMFBN_00113	MF	0050380	undecaprenyl-diphosphatase activity	0.457899723726	0.402954354567	8	4
DDMIMFBN_00113	CC	0005886	plasma membrane	0.0792229140766	0.345568812882	9	3
DDMIMFBN_00113	BP	0009252	peptidoglycan biosynthetic process	0.0686534795591	0.342745026688	23	1
DDMIMFBN_00114	BP	0008653	lipopolysaccharide metabolic process	8.8624234285	0.736957825424	1	100
DDMIMFBN_00114	CC	0005887	integral component of plasma membrane	6.12876000045	0.66416194825	1	100
DDMIMFBN_00115	CC	0031235	intrinsic component of the cytoplasmic side of the plasma membrane	13.7533103151	0.843180818141	1	100
DDMIMFBN_00115	BP	0046890	regulation of lipid biosynthetic process	12.0854918717	0.809476097444	1	100
DDMIMFBN_00115	MF	0005506	iron ion binding	6.37174605458	0.671218453749	1	100
DDMIMFBN_00115	BP	0008653	lipopolysaccharide metabolic process	8.86273621916	0.736965453417	3	100
DDMIMFBN_00115	MF	0016740	transferase activity	0.0230265883651	0.326733394735	7	1
DDMIMFBN_00115	CC	0016021	integral component of membrane	0.911181037866	0.443301826354	8	100
DDMIMFBN_00115	CC	0005829	cytosol	0.0673261782571	0.34237546296	11	1
DDMIMFBN_00115	BP	0051301	cell division	0.0621211425818	0.340889812571	24	1
DDMIMFBN_00116	MF	0004590	orotidine-5'-phosphate decarboxylase activity	11.2379323599	0.791454329679	1	100
DDMIMFBN_00116	BP	0006207	'de novo' pyrimidine nucleobase biosynthetic process	9.02120791707	0.7408129296	1	100
DDMIMFBN_00116	BP	0044205	'de novo' UMP biosynthetic process	8.44602531897	0.726680911465	4	100
DDMIMFBN_00117	MF	0003743	translation initiation factor activity	8.49980716323	0.728022305596	1	100
DDMIMFBN_00117	BP	0006413	translational initiation	7.98712126797	0.715056914377	1	100
DDMIMFBN_00117	BP	0006417	regulation of translation	7.54619887558	0.703569418158	2	100
DDMIMFBN_00117	MF	0043024	ribosomal small subunit binding	0.15383591922	0.361650231241	9	1
DDMIMFBN_00117	MF	0003729	mRNA binding	0.0494223270797	0.336979604996	12	1
DDMIMFBN_00117	BP	0002181	cytoplasmic translation	0.109370377828	0.352719371618	46	1
DDMIMFBN_00117	BP	0022618	ribonucleoprotein complex assembly	0.0803280504646	0.345852879621	47	1
DDMIMFBN_00118	CC	0019867	outer membrane	6.13147488066	0.664241555551	1	100
DDMIMFBN_00118	CC	0005886	plasma membrane	0.0264455903129	0.3283125695	4	1
DDMIMFBN_00119	MF	0003700	DNA-binding transcription factor activity	4.75873681093	0.621446962944	1	100
DDMIMFBN_00119	BP	0006355	regulation of DNA-templated transcription	3.52113263929	0.577163172336	1	100
DDMIMFBN_00119	CC	0005829	cytosol	0.0672633987246	0.342357893274	1	1
DDMIMFBN_00119	MF	0003677	DNA binding	3.17788557071	0.563542594259	3	98
