qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
NAAKIICH_00014	CC	0005886	plasma membrane	0.104544266377	0.351647960017	4	4
NAAKIICH_00015	CC	0016021	integral component of membrane	0.911157044277	0.443300001482	1	100
NAAKIICH_00015	CC	0005886	plasma membrane	0.104544578815	0.351648030171	4	4
NAAKIICH_00016	MF	0016491	oxidoreductase activity	2.90875897785	0.552339822889	1	100
NAAKIICH_00016	MF	0003677	DNA binding	0.552189943922	0.412597371031	3	17
NAAKIICH_00017	MF	0042910	xenobiotic transmembrane transporter activity	9.18657209923	0.744791884759	1	100
NAAKIICH_00017	BP	0042908	xenobiotic transport	8.68240713815	0.732545225508	1	100
NAAKIICH_00017	CC	0005886	plasma membrane	2.61368370031	0.539443259756	1	100
NAAKIICH_00017	BP	0055085	transmembrane transport	2.79414377495	0.547411855856	2	100
NAAKIICH_00017	CC	0016021	integral component of membrane	0.911181179185	0.443301837102	3	100
NAAKIICH_00018	BP	0022611	dormancy process	16.0552820351	0.856976976217	1	100
NAAKIICH_00018	MF	0005253	anion channel activity	9.7777353291	0.758731259995	1	100
NAAKIICH_00018	CC	0005887	integral component of plasma membrane	6.12787770174	0.664136073177	1	100
NAAKIICH_00018	BP	0009432	SOS response	8.08106511586	0.717463151311	2	100
NAAKIICH_00018	BP	0015698	inorganic anion transport	6.89214998472	0.685892174387	6	100
NAAKIICH_00019	MF	0003984	acetolactate synthase activity	10.5879248855	0.77716761146	1	100
NAAKIICH_00019	BP	0009099	valine biosynthetic process	9.00557116341	0.740434801297	1	100
NAAKIICH_00019	CC	0005948	acetolactate synthase complex	0.177618536652	0.365894270263	1	1
NAAKIICH_00019	MF	0030976	thiamine pyrophosphate binding	8.69342009498	0.732816483681	3	100
NAAKIICH_00019	BP	0009097	isoleucine biosynthetic process	8.40471109963	0.725647574292	3	100
NAAKIICH_00019	MF	0050660	flavin adenine dinucleotide binding	6.09532186176	0.663180005892	6	100
NAAKIICH_00019	MF	0000287	magnesium ion binding	5.64776826111	0.649768289125	8	100
NAAKIICH_00019	MF	0005515	protein binding	0.0502830794185	0.337259486708	21	1
NAAKIICH_00020	MF	1990610	acetolactate synthase regulator activity	11.8900542264	0.805378029133	1	100
NAAKIICH_00020	BP	0009099	valine biosynthetic process	9.00522194505	0.740426352745	1	100
NAAKIICH_00020	CC	0005737	cytoplasm	1.99045178459	0.509553056098	1	100
NAAKIICH_00020	MF	0003984	acetolactate synthase activity	7.94063572996	0.713861020529	2	75
NAAKIICH_00020	BP	0009097	isoleucine biosynthetic process	8.40438518144	0.725639412452	3	100
NAAKIICH_00020	CC	1990234	transferase complex	0.0607168356556	0.340478421916	4	1
NAAKIICH_00020	BP	0050790	regulation of catalytic activity	6.22029001593	0.666836194294	7	100
NAAKIICH_00020	MF	0005515	protein binding	0.0503252863639	0.337273148841	8	1
NAAKIICH_00020	MF	0016829	lyase activity	0.0475074236696	0.336348079144	9	1
NAAKIICH_00024	BP	0000160	phosphorelay signal transduction system	5.17519395532	0.635016244178	1	100
NAAKIICH_00024	MF	0003677	DNA binding	3.24272750899	0.566169986387	1	100
NAAKIICH_00024	CC	0005737	cytoplasm	0.0796198925045	0.345671079782	1	4
NAAKIICH_00024	BP	0006355	regulation of DNA-templated transcription	3.52111442501	0.57716246763	6	100
NAAKIICH_00025	MF	0046983	protein dimerization activity	6.87446218978	0.685402720407	1	100
NAAKIICH_00025	BP	0000160	phosphorelay signal transduction system	5.17527111549	0.635018706613	1	100
NAAKIICH_00025	CC	0005886	plasma membrane	2.61369026984	0.539443554771	1	100
NAAKIICH_00025	MF	0000155	phosphorelay sensor kinase activity	6.65194542886	0.679190629462	2	100
NAAKIICH_00025	CC	0016021	integral component of membrane	0.91118346945	0.44330201129	3	100
NAAKIICH_00025	BP	0016310	phosphorylation	3.16321567884	0.56294446303	7	80
NAAKIICH_00025	BP	0018202	peptidyl-histidine modification	3.01964080851	0.557015691053	10	43
NAAKIICH_00025	MF	0004721	phosphoprotein phosphatase activity	0.0775101674785	0.345124620732	15	1
NAAKIICH_00025	MF	0005524	ATP binding	0.029895853269	0.329805686015	19	1
NAAKIICH_00026	MF	0022857	transmembrane transporter activity	3.27681953744	0.56754085942	1	100
NAAKIICH_00026	BP	0055085	transmembrane transport	2.79414810527	0.547412043932	1	100
NAAKIICH_00026	CC	0005886	plasma membrane	2.61368775096	0.539443441657	1	100
NAAKIICH_00026	CC	0016021	integral component of membrane	0.911182591322	0.443301944503	3	100
NAAKIICH_00026	BP	0015760	glucose-6-phosphate transport	0.15273541343	0.361446161375	6	1
NAAKIICH_00026	BP	0006817	phosphate ion transport	0.0843370206509	0.346867295145	11	1
NAAKIICH_00026	BP	0000160	phosphorelay signal transduction system	0.0516758723459	0.337707339846	16	1
NAAKIICH_00026	MF	0016301	kinase activity	0.0433230563047	0.334922205892	21	1
NAAKIICH_00026	BP	0016310	phosphorylation	0.0396341648626	0.33360689681	23	1
NAAKIICH_00027	MF	0022857	transmembrane transporter activity	3.27682037757	0.567540893114	1	100
NAAKIICH_00027	BP	0055085	transmembrane transport	2.79414882165	0.547412075045	1	100
NAAKIICH_00027	CC	0005886	plasma membrane	2.5875494449	0.538266710918	1	99
NAAKIICH_00027	CC	0016021	integral component of membrane	0.911182824934	0.443301962271	3	100
NAAKIICH_00027	BP	0006817	phosphate ion transport	0.253407375141	0.37779307646	6	3
NAAKIICH_00027	BP	0008643	carbohydrate transport	0.211040159122	0.371403583984	7	3
NAAKIICH_00027	BP	0015760	glucose-6-phosphate transport	0.152974656166	0.361490587204	10	1
NAAKIICH_00028	MF	0000034	adenine deaminase activity	12.4116703318	0.816242512477	1	100
NAAKIICH_00028	BP	0006146	adenine catabolic process	12.1821156167	0.811489927712	1	100
NAAKIICH_00029	BP	1904823	purine nucleobase transmembrane transport	11.3009269304	0.792816681245	1	100
NAAKIICH_00029	MF	0015205	nucleobase transmembrane transporter activity	10.3127450192	0.770987481872	1	100
NAAKIICH_00029	CC	0005886	plasma membrane	2.61368665688	0.539443392526	1	100
NAAKIICH_00029	CC	0016021	integral component of membrane	0.911182209904	0.443301915494	3	100
NAAKIICH_00030	CC	0016021	integral component of membrane	0.911110919652	0.44329649333	1	35
NAAKIICH_00031	MF	0003677	DNA binding	3.24265212564	0.566166947186	1	100
NAAKIICH_00033	MF	0015211	purine nucleoside transmembrane transporter activity	14.5724737767	0.848276419185	1	100
NAAKIICH_00033	BP	0015860	purine nucleoside transmembrane transport	14.2255538766	0.846177730534	1	100
NAAKIICH_00033	CC	0005887	integral component of plasma membrane	5.82525695338	0.655148463199	1	95
NAAKIICH_00033	MF	0015297	antiporter activity	7.95855290962	0.714322374066	5	100
NAAKIICH_00035	BP	0000160	phosphorelay signal transduction system	5.17526877711	0.635018631988	1	88
NAAKIICH_00035	MF	0003677	DNA binding	3.24277439162	0.566171876517	1	88
NAAKIICH_00035	BP	0006355	regulation of DNA-templated transcription	3.52116533249	0.577164437224	6	88
NAAKIICH_00036	CC	0005576	extracellular region	5.73961712885	0.652562871707	1	94
NAAKIICH_00038	CC	0016021	integral component of membrane	0.911180394698	0.443301777437	1	72
NAAKIICH_00041	CC	0016020	membrane	0.746450634067	0.430148987944	1	100
NAAKIICH_00041	CC	0071944	cell periphery	0.0249725360557	0.327645521928	4	1
NAAKIICH_00042	CC	0016021	integral component of membrane	0.911177583315	0.443301563614	1	100
NAAKIICH_00042	CC	0005886	plasma membrane	0.0261235135389	0.328168342099	5	1
NAAKIICH_00043	MF	0005351	carbohydrate:proton symporter activity	11.6023080055	0.799282575281	1	100
NAAKIICH_00043	BP	0034219	carbohydrate transmembrane transport	7.84746951091	0.711453627639	1	100
NAAKIICH_00043	CC	0005886	plasma membrane	2.6136833581	0.539443244389	1	100
NAAKIICH_00043	BP	1902600	proton transmembrane transport	5.06566123391	0.631501986562	3	100
NAAKIICH_00043	CC	0016021	integral component of membrane	0.911181059883	0.443301828028	3	100
NAAKIICH_00043	BP	0036447	cellular response to sugar-phosphate stress	0.24304723303	0.376283339793	16	1
NAAKIICH_00043	BP	0015767	lactose transport	0.167923736478	0.364200780273	18	1
NAAKIICH_00045	MF	0015293	symporter activity	8.13548301853	0.718850593262	1	100
NAAKIICH_00045	BP	0006814	sodium ion transport	8.13073192348	0.718729644315	1	100
NAAKIICH_00045	CC	0005886	plasma membrane	2.61368860688	0.539443480093	1	100
NAAKIICH_00045	BP	0008643	carbohydrate transport	7.03410947182	0.689797924376	2	100
NAAKIICH_00045	CC	0016021	integral component of membrane	0.91118288971	0.443301967198	3	100
NAAKIICH_00045	MF	0016787	hydrolase activity	0.0244299500917	0.32739488081	6	1
NAAKIICH_00045	BP	0055085	transmembrane transport	2.79414902028	0.547412083672	7	100
NAAKIICH_00046	MF	0030246	carbohydrate binding	7.39525749341	0.699560113893	1	100
NAAKIICH_00046	BP	0005975	carbohydrate metabolic process	4.06597175139	0.597484980956	1	100
NAAKIICH_00046	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	6.26503605318	0.668136384682	2	100
NAAKIICH_00046	BP	0044237	cellular metabolic process	0.0177432025911	0.324041164648	9	2
NAAKIICH_00047	MF	0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	9.39285993347	0.749705664786	1	100
NAAKIICH_00047	BP	0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	8.21967279607	0.720987989674	1	100
NAAKIICH_00047	CC	0016020	membrane	0.746456516388	0.430149482236	1	100
NAAKIICH_00047	BP	0006355	regulation of DNA-templated transcription	3.52116590418	0.577164459342	8	100
NAAKIICH_00048	MF	0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	9.39265337993	0.749700771814	1	100
NAAKIICH_00048	BP	0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	8.21949204148	0.720983412461	1	100
NAAKIICH_00048	CC	0016021	integral component of membrane	0.911163168322	0.443300467258	1	100
NAAKIICH_00048	MF	0103111	D-glucosamine PTS permease activity	0.271826113884	0.380402845601	10	2
NAAKIICH_00049	MF	0022877	protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity	12.5650716888	0.819393995513	1	100
NAAKIICH_00049	BP	0015755	fructose transmembrane transport	12.1926295072	0.811708575476	1	100
NAAKIICH_00049	CC	0016020	membrane	0.738700753579	0.429496063783	1	99
NAAKIICH_00049	CC	0005737	cytoplasm	0.020556507272	0.325518109066	3	1
NAAKIICH_00049	BP	0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	8.21935419134	0.720979921675	4	100
NAAKIICH_00049	MF	0103111	D-glucosamine PTS permease activity	0.4103952261	0.397718164719	15	3
NAAKIICH_00050	MF	0005351	carbohydrate:proton symporter activity	11.6022970936	0.799282342705	1	100
NAAKIICH_00050	BP	0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	8.21964570854	0.720987303745	1	100
NAAKIICH_00050	CC	0005886	plasma membrane	2.61368089994	0.539443134001	1	100
NAAKIICH_00050	CC	0016021	integral component of membrane	0.911180202922	0.443301762851	3	100
NAAKIICH_00050	MF	0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	9.39282897976	0.749704931538	4	100
NAAKIICH_00050	BP	1902600	proton transmembrane transport	5.06565646968	0.631501832884	7	100
NAAKIICH_00050	MF	0103111	D-glucosamine PTS permease activity	0.133632573966	0.357779006229	22	1
NAAKIICH_00051	MF	0016832	aldehyde-lyase activity	9.01373933166	0.740632365028	1	100
NAAKIICH_00051	BP	0005975	carbohydrate metabolic process	4.06592397902	0.59748326094	1	100
NAAKIICH_00051	MF	0008270	zinc ion binding	5.11368060151	0.633047274496	3	100
NAAKIICH_00052	MF	0016832	aldehyde-lyase activity	9.01374561888	0.740632517063	1	100
NAAKIICH_00052	BP	0005975	carbohydrate metabolic process	4.06592681507	0.59748336305	1	100
NAAKIICH_00052	MF	0008270	zinc ion binding	5.11368416838	0.63304738901	3	100
NAAKIICH_00053	MF	0008865	fructokinase activity	4.27487490969	0.604912189486	1	12
NAAKIICH_00053	BP	0016310	phosphorylation	3.85054751735	0.589623230591	1	41
NAAKIICH_00053	BP	0044262	cellular carbohydrate metabolic process	1.92655557533	0.506238205452	5	13
NAAKIICH_00053	MF	0019158	mannokinase activity	0.508510725903	0.408242029991	9	1
NAAKIICH_00053	MF	0005524	ATP binding	0.245163549464	0.376594317716	10	4
NAAKIICH_00053	BP	0051156	glucose 6-phosphate metabolic process	0.156348195216	0.362113371732	12	1
NAAKIICH_00053	MF	0004340	glucokinase activity	0.216308530733	0.372231040313	18	1
NAAKIICH_00054	MF	0016853	isomerase activity	5.10375385389	0.632728423542	1	61
NAAKIICH_00054	BP	0019299	rhamnose metabolic process	2.21199778696	0.520652860186	1	11
NAAKIICH_00055	CC	0016021	integral component of membrane	0.911183615987	0.443302022435	1	90
NAAKIICH_00056	MF	0015205	nucleobase transmembrane transporter activity	10.3127483481	0.770987557129	1	100
NAAKIICH_00056	BP	0015851	nucleobase transport	9.97584221368	0.763307763153	1	100
NAAKIICH_00056	CC	0005886	plasma membrane	2.61368750056	0.539443430412	1	100
NAAKIICH_00056	CC	0016021	integral component of membrane	0.911182504025	0.443301937864	3	100
NAAKIICH_00056	BP	0055085	transmembrane transport	2.79414783758	0.547412032305	4	100
NAAKIICH_00057	MF	0015501	glutamate:sodium symporter activity	13.5308049852	0.838807201538	1	100
NAAKIICH_00057	BP	0015813	L-glutamate transmembrane transport	13.0216311462	0.828661420641	1	100
NAAKIICH_00057	CC	0005886	plasma membrane	2.61368339733	0.539443246151	1	100
NAAKIICH_00057	CC	0016021	integral component of membrane	0.911181073562	0.443301829069	3	100
NAAKIICH_00057	BP	0006814	sodium ion transport	8.1307157175	0.718729231698	11	100
NAAKIICH_00058	MF	0003678	DNA helicase activity	7.81898341027	0.710714704165	1	100
NAAKIICH_00058	BP	0032508	DNA duplex unwinding	7.38930218812	0.699401093999	1	100
NAAKIICH_00058	BP	0006310	DNA recombination	5.75653959241	0.653075306944	5	100
NAAKIICH_00058	BP	0006281	DNA repair	5.51180702749	0.645589495339	6	100
NAAKIICH_00058	MF	0005524	ATP binding	2.99673387502	0.556056838292	7	100
NAAKIICH_00058	MF	0016787	hydrolase activity	2.44196689822	0.531601048463	18	100
NAAKIICH_00058	MF	0003676	nucleic acid binding	2.24071003753	0.522049900735	20	100
NAAKIICH_00059	MF	0009020	tRNA (guanosine-2'-O-)-methyltransferase activity	14.3273582791	0.846796222895	1	100
NAAKIICH_00059	BP	0002938	tRNA guanine ribose methylation	14.2153955398	0.846115894324	1	100
NAAKIICH_00059	CC	0016021	integral component of membrane	0.00911124110973	0.318559749665	1	1
NAAKIICH_00059	MF	0052665	tRNA (uracil-2'-O-)-methyltransferase activity	10.4679095293	0.774482242452	4	72
NAAKIICH_00059	MF	0000049	tRNA binding	7.08942448384	0.691309130738	10	100
NAAKIICH_00060	BP	0015970	guanosine tetraphosphate biosynthetic process	11.6855435248	0.801053484479	1	100
NAAKIICH_00060	MF	0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity	5.08236093029	0.632040218714	1	36
NAAKIICH_00060	CC	0005829	cytosol	0.0672640890148	0.342358086506	1	1
NAAKIICH_00060	MF	0008728	GTP diphosphokinase activity	1.18073445736	0.462476651612	6	9
NAAKIICH_00060	MF	0016301	kinase activity	0.950883166918	0.446289222201	8	22
NAAKIICH_00060	MF	0005515	protein binding	0.0503110250834	0.337268533192	12	1
NAAKIICH_00060	BP	0016310	phosphorylation	0.869916931474	0.440127078027	51	22
NAAKIICH_00060	BP	0015949	nucleobase-containing small molecule interconversion	0.162341106928	0.36320336786	55	1
NAAKIICH_00060	BP	0042594	response to starvation	0.100308300129	0.350686997118	56	1
NAAKIICH_00061	MF	0003899	DNA-directed 5'-3' RNA polymerase activity	7.98570761731	0.715020597977	1	100
NAAKIICH_00061	CC	0000428	DNA-directed RNA polymerase complex	7.12776322443	0.69235308869	1	100
NAAKIICH_00061	BP	0006351	DNA-templated transcription	5.62453857942	0.649057912428	1	100
NAAKIICH_00061	MF	0003677	DNA binding	3.24263204544	0.566166137615	8	100
NAAKIICH_00062	MF	0004385	guanylate kinase activity	11.6641175061	0.80059823144	1	100
NAAKIICH_00062	BP	0046710	GDP metabolic process	11.3276447059	0.793393346017	1	100
NAAKIICH_00062	CC	0005737	cytoplasm	1.97059566925	0.508528720544	1	99
NAAKIICH_00062	BP	0046037	GMP metabolic process	9.5016912268	0.75227629093	2	100
NAAKIICH_00062	MF	0005524	ATP binding	2.99668672431	0.556054860856	7	100
NAAKIICH_00062	BP	0016310	phosphorylation	3.95381752879	0.593418709321	19	100
NAAKIICH_00062	MF	0042802	identical protein binding	0.0891815844484	0.34806149112	25	1
NAAKIICH_00063	MF	0003911	DNA ligase (NAD+) activity	11.3638820989	0.794174392431	1	100
NAAKIICH_00063	BP	0006260	DNA replication	6.00506601673	0.660516029759	1	100
NAAKIICH_00063	BP	0006281	DNA repair	5.51179947037	0.645589261646	2	100
NAAKIICH_00064	CC	0005886	plasma membrane	2.61365394295	0.539441923451	1	100
NAAKIICH_00064	CC	0016021	integral component of membrane	0.911170805188	0.443301048093	3	100
NAAKIICH_00067	MF	0009022	tRNA nucleotidyltransferase activity	12.3040787637	0.814020512779	1	100
NAAKIICH_00067	BP	0016075	rRNA catabolic process	11.8075292975	0.803637483539	1	100
NAAKIICH_00067	MF	0000175	3'-5'-exoribonuclease activity	10.497913518	0.775155025073	2	100
NAAKIICH_00067	BP	0090503	RNA phosphodiester bond hydrolysis, exonucleolytic	9.04877243542	0.741478698206	3	100
NAAKIICH_00067	BP	0006364	rRNA processing	6.59036647487	0.677453215954	7	100
NAAKIICH_00067	MF	0000049	tRNA binding	7.0894261305	0.691309175636	9	100
NAAKIICH_00067	BP	0008033	tRNA processing	5.90638855829	0.657580470174	15	100
NAAKIICH_00068	MF	0004588	orotate phosphoribosyltransferase activity	11.5536860554	0.798245160297	1	100
NAAKIICH_00068	BP	0044205	'de novo' UMP biosynthetic process	8.44599421818	0.726680134534	1	100
NAAKIICH_00068	CC	0005829	cytosol	0.0673049619044	0.342369526199	1	1
NAAKIICH_00068	MF	0000287	magnesium ion binding	5.64769098172	0.649765928302	3	100
NAAKIICH_00068	BP	0046132	pyrimidine ribonucleoside biosynthetic process	0.20897489711	0.371076397272	55	1
NAAKIICH_00068	BP	0006207	'de novo' pyrimidine nucleobase biosynthetic process	0.0902387194353	0.348317731846	59	1
NAAKIICH_00069	MF	0003964	RNA-directed DNA polymerase activity	7.85548403511	0.711661280875	1	100
NAAKIICH_00069	BP	0006278	RNA-templated DNA biosynthetic process	7.51720358553	0.702802378644	1	100
NAAKIICH_00069	MF	0003723	RNA binding	3.6041649815	0.580356950704	7	100
NAAKIICH_00070	BP	0010974	negative regulation of division septum assembly	14.8581192855	0.849985746774	1	100
NAAKIICH_00070	CC	0043590	bacterial nucleoid	11.431971819	0.795638610356	1	100
NAAKIICH_00070	MF	0043565	sequence-specific DNA binding	6.28890154641	0.668827948473	1	100
NAAKIICH_00070	CC	0005737	cytoplasm	1.99049717834	0.509555391998	5	100
NAAKIICH_00070	MF	0001067	transcription regulatory region nucleic acid binding	0.0943117458043	0.34929123579	8	1
NAAKIICH_00070	MF	0042802	identical protein binding	0.0891485220208	0.348053452639	10	1
NAAKIICH_00070	MF	0003690	double-stranded DNA binding	0.0805228462564	0.345902747342	11	1
NAAKIICH_00070	MF	0003700	DNA-binding transcription factor activity	0.0475695602786	0.336368769192	13	1
NAAKIICH_00070	BP	0051301	cell division	6.20828620827	0.666486603484	18	100
NAAKIICH_00070	BP	0007049	cell cycle	6.17186169567	0.6654237267	19	100
NAAKIICH_00070	BP	0032272	negative regulation of protein polymerization	0.111479047745	0.353180070367	26	1
NAAKIICH_00070	BP	0043547	positive regulation of GTPase activity	0.103683628857	0.35145431632	28	1
NAAKIICH_00070	BP	0022607	cellular component assembly	0.0535849906754	0.338311523349	43	1
NAAKIICH_00070	BP	0006355	regulation of DNA-templated transcription	0.0351981498429	0.331941218788	47	1
NAAKIICH_00071	MF	0004170	dUTP diphosphatase activity	11.6531864704	0.800365811291	1	100
NAAKIICH_00071	BP	0046081	dUTP catabolic process	11.3880033677	0.794693602532	1	100
NAAKIICH_00071	MF	0000287	magnesium ion binding	5.64764485049	0.649764519023	3	100
NAAKIICH_00071	BP	0006226	dUMP biosynthetic process	10.7900462679	0.78165594877	6	100
NAAKIICH_00072	MF	0004632	phosphopantothenate--cysteine ligase activity	11.8108012113	0.80370660754	1	100
NAAKIICH_00072	BP	0015941	pantothenate catabolic process	11.5179523129	0.797481340282	1	100
NAAKIICH_00072	CC	0071513	phosphopantothenoylcysteine decarboxylase complex	0.185946627737	0.367312460345	1	1
NAAKIICH_00072	MF	0004633	phosphopantothenoylcysteine decarboxylase activity	11.7965543124	0.803405550831	2	100
NAAKIICH_00072	CC	0005829	cytosol	0.0672792876604	0.342362340778	2	1
NAAKIICH_00072	MF	0010181	FMN binding	7.77705023188	0.709624512867	4	100
NAAKIICH_00072	BP	0015937	coenzyme A biosynthetic process	9.04987598473	0.741505331219	6	100
NAAKIICH_00072	MF	0046872	metal ion binding	2.52846409304	0.535584624027	12	100
NAAKIICH_00072	MF	0042802	identical protein binding	0.089174266906	0.348059712132	23	1
NAAKIICH_00073	MF	0008237	metallopeptidase activity	6.36243335919	0.670950511275	1	98
NAAKIICH_00073	BP	0006508	proteolysis	4.39186952952	0.608992558183	1	98
NAAKIICH_00073	MF	0046872	metal ion binding	2.52843885864	0.535583471895	4	98
NAAKIICH_00074	CC	1990904	ribonucleoprotein complex	4.48524666754	0.612210381778	1	100
NAAKIICH_00074	MF	0003735	structural constituent of ribosome	3.78882286523	0.587330331034	1	100
